filename	TGT	OTH	prev_phone	next_phone	TGT_item	OTH_item	X_item	TGT_first	speaker_tgt_oth	speaker_x
FR1393	y	p	s	i	1287	1286	939	True	M02_O	M10_N
FR1394	y	p	s	i	1287	1286	939	False	M02_O	M10_N
FR1395	y	p	s	a	669	1289	670	True	F01_O	F06_N
FR1396	y	p	s	a	669	1289	670	False	F01_O	F06_N
FR1397	y	p	s	ɛ	666	1288	2347	True	F02_N	F01_N
FR1398	y	p	s	ɛ	666	1288	2347	False	F02_N	F01_N
FR1399	p	ʒ	a	a	2552	1671	1309	True	F03_O	M04_O
FR1400	p	ʒ	a	a	2552	1671	1309	False	F03_O	M04_O
FR1401	p	ʒ	a	ɛ	914	337	277	True	F02_N	M10_N
FR1402	p	ʒ	a	ɛ	914	337	277	False	F02_N	M10_N
FR1403	p	ʒ	i	ɛ	94	1317	95	True	F02_O	F01_O
FR1404	p	ʒ	i	ɛ	94	1317	95	False	F02_O	F01_O
FR1405	ʒ	p	a	a	1671	2552	697	True	F03_O	F01_O
FR1406	ʒ	p	a	a	1671	2552	697	False	F03_O	F01_O
FR1407	ʒ	p	a	ɛ	337	914	336	True	F02_N	M01_O
FR1408	ʒ	p	a	ɛ	337	914	336	False	F02_N	M01_O
FR1409	s	v	i	a	1324	1325	286	True	M07_N	F01_N
FR1410	s	v	i	a	1324	1325	286	False	M07_N	F01_N
FR1411	s	v	i	ɛ	404	411	106	True	M04_O	F02_N
FR1412	s	v	i	ɛ	404	411	106	False	M04_O	F02_N
FR1413	s	v	a	ɛ	1323	410	284	True	M04_O	F02_N
FR1414	s	v	a	ɛ	1323	410	284	False	M04_O	F02_N
FR1415	v	s	i	a	1325	1324	299	True	M07_N	M10_N
FR1416	v	s	i	a	1325	1324	299	False	M07_N	M10_N
FR1417	v	s	a	ɛ	410	1323	296	True	M04_O	F02_N
FR1418	v	s	a	ɛ	410	1323	296	False	M04_O	F02_N
FR1419	v	s	i	ɛ	411	404	128	True	M04_O	M10_N
FR1420	v	s	i	ɛ	411	404	128	False	M04_O	M10_N
FR1421	s	y	k	p	1326	1327	746	True	F06_N	M10_N
FR1422	s	y	k	p	1326	1327	746	False	F06_N	M10_N
FR1423	s	y	k	i	1328	1329	1330	True	F10_O	M10_N
FR1424	s	y	k	i	1328	1329	1330	False	F10_O	M10_N
FR1425	s	y	t	ɛ	104	138	105	True	F06_N	M10_N
FR1426	s	y	t	ɛ	104	138	105	False	F06_N	M10_N
FR1427	y	s	k	i	1329	1328	1331	True	F10_O	M10_N
FR1428	y	s	k	i	1329	1328	1331	False	F10_O	M10_N
FR1429	y	s	k	p	1327	1326	1229	True	F06_N	F05_N
FR1430	y	s	k	p	1327	1326	1229	False	F06_N	F05_N
FR1431	y	s	t	ɛ	138	104	1915	True	F06_N	M10_N
FR1432	y	s	t	ɛ	138	104	1915	False	F06_N	M10_N
FR1433	s	z	i	a	1324	1333	286	True	M07_N	F01_N
FR1434	s	z	i	a	1324	1333	286	False	M07_N	F01_N
FR1435	s	z	a	ɛ	1332	301	284	True	F06_O	F02_N
FR1436	s	z	a	ɛ	1332	301	284	False	F06_O	F02_N
FR1437	s	z	i	ɛ	917	1291	106	True	F02_O	F02_N
FR1438	s	z	i	ɛ	917	1291	106	False	F02_O	F02_N
FR1439	z	s	i	a	1333	1324	144	True	M07_N	M10_N
FR1440	z	s	i	a	1333	1324	144	False	M07_N	M10_N
FR1441	z	s	a	ɛ	301	1332	300	True	F06_O	M08_N
FR1442	z	s	a	ɛ	301	1332	300	False	F06_O	M08_N
FR1443	z	s	i	ɛ	1291	917	302	True	F02_O	M10_O
FR1444	z	s	i	ɛ	1291	917	302	False	F02_O	M10_O
FR1445	s	ɔ	t	p	743	1254	1750	True	F02_O	M10_N
FR1446	s	ɔ	t	p	743	1254	1750	False	F02_O	M10_N
FR1447	s	ɔ	k	p	1326	178	746	True	F06_N	M10_N
FR1448	s	ɔ	k	p	1326	178	746	False	F06_N	M10_N
FR1449	s	ɔ	i	t	1338	1058	1339	True	M08_N	F02_N
FR1450	s	ɔ	i	t	1338	1058	1339	False	M08_N	F02_N
FR1451	ɔ	s	t	p	1254	743	1256	True	F02_O	F02_N
FR1452	ɔ	s	t	p	1254	743	1256	False	F02_O	F02_N
FR1453	ɔ	s	k	p	178	1326	1337	True	F06_N	F01_N
FR1454	ɔ	s	k	p	178	1326	1337	False	F06_N	F01_N
FR1455	ɔ	s	i	t	1058	1338	1060	True	M08_N	M10_O
FR1456	ɔ	s	i	t	1058	1338	1060	False	M08_N	M10_O
FR1457	s	ɔ̃	k	p	746	1261	1343	True	M10_N	F02_N
FR1458	s	ɔ̃	k	p	746	1261	1343	False	M10_N	F02_N
FR1459	s	ɔ̃	k	k	2209	2210	2211	True	M08_N	M07_N
FR1460	s	ɔ̃	k	k	2209	2210	2211	False	M08_N	M07_N
FR1461	s	ɔ̃	k	t	3000	3002	2624	True	F06_N	F03_O
FR1462	s	ɔ̃	k	t	3000	3002	2624	False	F06_N	F03_O
FR1463	ɔ̃	s	k	p	1261	746	1344	True	M10_N	F01_O
FR1464	ɔ̃	s	k	p	1261	746	1344	False	M10_N	F01_O
FR1465	ɔ̃	s	k	k	2210	2209	2212	True	M08_N	F01_O
FR1466	ɔ̃	s	k	k	2210	2209	2212	False	M08_N	F01_O
FR1467	ɔ̃	s	k	t	3002	3000	2746	True	F06_N	F01_N
FR1468	ɔ̃	s	k	t	3002	3000	2746	False	F06_N	F01_N
FR1469	s	ɛ̃	t	a	1210	616	1209	True	M04_O	F01_O
FR1470	s	ɛ̃	t	a	1210	616	1209	False	M04_O	F01_O
FR1471	s	ɛ̃	i	k	1356	2366	919	True	F01_O	M10_N
FR1472	s	ɛ̃	i	k	1356	2366	919	False	F01_O	M10_N
FR1473	s	ɛ̃	i	d	921	2497	923	True	M10_O	M01_O
FR1474	s	ɛ̃	i	d	921	2497	923	False	M10_O	M01_O
FR1475	ɛ̃	s	t	a	616	1210	617	True	M04_O	F03_O
FR1476	ɛ̃	s	t	a	616	1210	617	False	M04_O	F03_O
FR1477	ɛ̃	s	i	k	2366	1356	1083	True	F01_O	F06_N
FR1478	ɛ̃	s	i	k	2366	1356	1083	False	F01_O	F06_N
FR1479	ɛ̃	s	i	d	2497	921	988	True	M10_O	M02_O
FR1480	ɛ̃	s	i	d	2497	921	988	False	M10_O	M02_O
FR1481	s	ɡ	a	a	1358	322	1359	True	F02_N	M10_N
FR1482	s	ɡ	a	a	1358	322	1359	False	F02_N	M10_N
FR1483	s	ɡ	a	ɛ	2326	315	284	True	F06_N	F02_N
FR1484	s	ɡ	a	ɛ	2326	315	284	False	F06_N	F02_N
FR1485	s	ɡ	ɛ	ɛ	1361	447	1362	True	F05_N	M10_N
FR1486	s	ɡ	ɛ	ɛ	1361	447	1362	False	F05_N	M10_N
FR1487	ɡ	s	a	a	322	1358	1360	True	F02_N	M01_O
FR1488	ɡ	s	a	a	322	1358	1360	False	F02_N	M01_O
FR1489	ɡ	s	ɛ	ɛ	447	1361	449	True	F05_N	F03_O
FR1490	ɡ	s	ɛ	ɛ	447	1361	449	False	F05_N	F03_O
FR1491	ɡ	s	a	ɛ	315	2326	316	True	F06_N	M04_O
FR1492	ɡ	s	a	ɛ	315	2326	316	False	F06_N	M04_O
FR1493	s	ɲ	a	i	1363	459	1364	True	F10_O	M10_N
FR1494	s	ɲ	a	i	1363	459	1364	False	F10_O	M10_N
FR1495	s	ɲ	i	k	918	994	919	True	M07_N	M10_N
FR1496	s	ɲ	i	k	918	994	919	False	M07_N	M10_N
FR1497	s	ɲ	i	d	1357	1365	923	True	M04_O	M01_O
FR1498	s	ɲ	i	d	1357	1365	923	False	M04_O	M01_O
FR1499	ɲ	s	a	i	459	1363	461	True	F10_O	F02_N
FR1500	ɲ	s	a	i	459	1363	461	False	F10_O	F02_N
FR1501	ɲ	s	i	k	994	918	995	True	M07_N	M10_N
FR1502	ɲ	s	i	k	994	918	995	False	M07_N	M10_N
FR1503	ɲ	s	i	d	1365	1357	2335	True	M04_O	M08_N
FR1504	ɲ	s	i	d	1365	1357	2335	False	M04_O	M08_N
FR1505	s	ʒ	a	a	2243	1671	1359	True	F03_O	M10_N
FR1506	s	ʒ	a	a	2243	1671	1359	False	F03_O	M10_N
FR1507	s	ʒ	ə	t	1876	623	1878	True	M04_O	F06_N
FR1508	s	ʒ	ə	t	1876	623	1878	False	M04_O	F06_N
FR1509	s	ʒ	i	ɛ	404	222	106	True	M04_O	F02_N
FR1510	s	ʒ	i	ɛ	404	222	106	False	M04_O	F02_N
FR1511	ʒ	s	a	a	1671	2243	699	True	F03_O	M01_O
FR1512	ʒ	s	a	a	1671	2243	699	False	F03_O	M01_O
FR1513	ʒ	s	ə	t	623	1876	625	True	M04_O	F02_N
FR1514	ʒ	s	ə	t	623	1876	625	False	M04_O	F02_N
FR1515	ʒ	s	i	ɛ	222	404	1199	True	M02_O	F10_O
FR1516	ʒ	s	i	ɛ	222	404	1199	False	M02_O	F10_O
FR1517	t	v	i	a	292	299	1381	True	M10_N	F02_N
FR1518	t	v	i	a	292	299	1381	False	M10_N	F02_N
FR1519	t	v	i	ɛ	407	411	113	True	M04_O	F02_N
FR1520	t	v	i	ɛ	407	411	113	False	M04_O	F02_N
FR1521	t	v	a	ɛ	289	295	2169	True	M08_N	M01_O
FR1522	t	v	a	ɛ	289	295	2169	False	M08_N	M01_O
FR1523	v	t	i	a	299	292	931	True	M10_N	F02_N
FR1524	v	t	i	a	299	292	931	False	M10_N	F02_N
FR1525	v	t	a	ɛ	295	289	296	True	M08_N	F02_N
FR1526	v	t	a	ɛ	295	289	296	False	M08_N	F02_N
FR1527	v	t	i	ɛ	411	407	128	True	M04_O	M10_N
FR1528	v	t	i	ɛ	411	407	128	False	M04_O	M10_N
FR1529	t	y	k	i	1386	1329	1387	True	F10_O	M10_N
FR1530	t	y	k	i	1386	1329	1387	False	F10_O	M10_N
FR1531	t	y	s	d	1212	766	110	True	M04_O	F02_N
FR1532	t	y	s	d	1212	766	110	False	M04_O	F02_N
FR1533	t	y	s	ɛ	1388	666	1389	True	F02_N	M01_O
FR1534	t	y	s	ɛ	1388	666	1389	False	F02_N	M01_O
FR1535	y	t	k	i	1329	1386	1331	True	F10_O	M10_N
FR1536	y	t	k	i	1329	1386	1331	False	F10_O	M10_N
FR1537	y	t	s	d	766	1212	137	True	M04_O	F03_O
FR1538	y	t	s	d	766	1212	137	False	M04_O	F03_O
FR1539	y	t	s	ɛ	666	1388	2347	True	F02_N	F01_N
FR1540	y	t	s	ɛ	666	1388	2347	False	F02_N	F01_N
FR1541	t	ɔ̃	s	k	1772	2383	540	True	F01_N	M07_O
FR1542	t	ɔ̃	s	k	1772	2383	540	False	F01_N	M07_O
FR1543	t	ɔ̃	s	f	2273	2660	2271	True	F05_N	F02_N
FR1544	t	ɔ̃	s	f	2273	2660	2271	False	F05_N	F02_N
FR1545	t	ɔ̃	s	p	2657	2656	2659	True	M08_N	M10_N
FR1546	t	ɔ̃	s	p	2657	2656	2659	False	M08_N	M10_N
FR1547	ɔ̃	t	s	k	2383	1772	184	True	F01_N	F06_O
FR1548	ɔ̃	t	s	k	2383	1772	184	False	F01_N	F06_O
FR1549	ɔ̃	t	s	f	2660	2273	1934	True	F05_N	F02_N
FR1550	ɔ̃	t	s	f	2660	2273	1934	False	F05_N	F02_N
FR1551	ɔ̃	t	s	p	2656	2657	2658	True	M08_N	M10_N
FR1552	ɔ̃	t	s	p	2656	2657	2658	False	M08_N	M10_N
FR1553	t	ɛ	s	k	540	1405	1772	True	M07_O	F01_N
FR1554	t	ɛ	s	k	540	1405	1772	False	M07_O	F01_N
FR1555	t	ɛ	s	e	1406	442	406	True	F01_N	F02_N
FR1556	t	ɛ	s	e	1406	442	406	False	F01_N	F02_N
FR1557	t	ɛ	s	a	2923	1504	1384	True	M02_O	F02_O
FR1558	t	ɛ	s	a	2923	1504	1384	False	M02_O	F02_O
FR1559	ɛ	t	s	k	1405	540	198	True	M07_O	M10_N
FR1560	ɛ	t	s	k	1405	540	198	False	M07_O	M10_N
FR1561	ɛ	t	s	e	442	1406	441	True	F01_N	M07_N
FR1562	ɛ	t	s	e	442	1406	441	False	F01_N	M07_N
FR1563	ɛ	t	s	a	1504	2923	1505	True	M02_O	F06_O
FR1564	ɛ	t	s	a	1504	2923	1505	False	M02_O	F06_O
FR1565	t	ɡ	a	a	1411	320	1412	True	F06_N	F01_O
FR1566	t	ɡ	a	a	1411	320	1412	False	F06_N	F01_O
FR1567	t	ɡ	a	ɛ	1410	315	2169	True	F06_N	M01_O
FR1568	t	ɡ	a	ɛ	1410	315	2169	False	F06_N	M01_O
FR1569	t	ɡ	ɛ	ɛ	1413	447	1414	True	F05_N	M10_N
FR1570	t	ɡ	ɛ	ɛ	1413	447	1414	False	F05_N	M10_N
FR1571	ɡ	t	a	a	320	1411	322	True	F06_N	F02_N
FR1572	ɡ	t	a	a	320	1411	322	False	F06_N	F02_N
FR1573	ɡ	t	ɛ	ɛ	447	1413	449	True	F05_N	F03_O
FR1574	ɡ	t	ɛ	ɛ	447	1413	449	False	F05_N	F03_O
FR1575	ɡ	t	a	ɛ	315	1410	1542	True	F06_N	F02_O
FR1576	ɡ	t	a	ɛ	315	1410	1542	False	F06_N	F02_O
FR1577	t	ɲ	i	i	1417	451	1418	True	F05_N	F02_N
FR1578	t	ɲ	i	i	1417	451	1418	False	F05_N	F02_N
FR1579	t	ɲ	i	d	1320	455	1767	True	F01_N	F01_O
FR1580	t	ɲ	i	d	1320	455	1767	False	F01_N	F01_O
FR1581	t	ɲ	ɛ	d	1415	1146	1416	True	F10_O	F02_N
FR1582	t	ɲ	ɛ	d	1415	1146	1416	False	F10_O	F02_N
FR1583	ɲ	t	i	i	451	1417	453	True	F05_N	M10_N
FR1584	ɲ	t	i	i	451	1417	453	False	F05_N	M10_N
FR1585	ɲ	t	i	d	455	1320	2335	True	F01_N	M08_N
FR1586	ɲ	t	i	d	455	1320	2335	False	F01_N	M08_N
FR1587	ɲ	t	ɛ	d	1146	1415	1144	True	F10_O	M01_O
FR1588	ɲ	t	ɛ	d	1146	1415	1144	False	F10_O	M01_O
FR1589	t	ʁ	s	e	1318	464	406	True	F01_O	F02_N
FR1590	t	ʁ	s	e	1318	464	406	False	F01_O	F02_N
FR1591	t	ʁ	i	k	1025	1419	1026	True	F10_O	M01_O
FR1592	t	ʁ	i	k	1025	1419	1026	False	F10_O	M01_O
FR1593	t	ʁ	i	ɛ	924	2367	113	True	F02_O	F02_N
FR1594	t	ʁ	i	ɛ	924	2367	113	False	F02_O	F02_N
FR1595	ʁ	t	s	e	464	1318	465	True	F01_O	M02_O
FR1596	ʁ	t	s	e	464	1318	465	False	F01_O	M02_O
FR1597	ʁ	t	i	k	1419	1025	210	True	F10_O	M10_N
FR1598	ʁ	t	i	k	1419	1025	210	False	F10_O	M10_N
FR1599	ʁ	t	i	ɛ	208	2972	1683	True	F06_N	F01_N
FR1600	ʁ	t	i	ɛ	208	2972	1683	False	F06_N	F01_N
FR1601	t	ʃ	i	a	1421	1099	292	True	F02_O	M10_N
FR1602	t	ʃ	i	a	1421	1099	292	False	F02_O	M10_N
FR1603	t	ʃ	a	ɛ	1410	329	2169	True	F06_N	M01_O
FR1604	t	ʃ	a	ɛ	1410	329	2169	False	F06_N	M01_O
FR1605	t	ʃ	i	ɛ	1420	1097	113	True	F01_N	F02_N
FR1606	t	ʃ	i	ɛ	1420	1097	113	False	F01_N	F02_N
FR1607	ʃ	t	i	a	1099	1421	1098	True	F02_O	M01_O
FR1608	ʃ	t	i	a	1099	1421	1098	False	F02_O	M01_O
FR1609	ʃ	t	i	ɛ	1097	1420	470	True	F01_N	M01_O
FR1610	ʃ	t	i	ɛ	1097	1420	470	False	F01_N	M01_O
FR1611	ʃ	t	a	ɛ	1005	2169	329	True	M01_O	F06_N
FR1612	ʃ	t	a	ɛ	1005	2169	329	False	M01_O	F06_N
FR1613	t	ʒ	a	a	2816	1671	1412	True	F03_O	F01_O
FR1614	t	ʒ	a	a	2816	1671	1412	False	F03_O	F01_O
FR1615	t	ʒ	a	ɛ	1160	471	2169	True	F01_O	M01_O
FR1616	t	ʒ	a	ɛ	1160	471	2169	False	F01_O	M01_O
FR1617	ʒ	t	a	a	1671	2816	697	True	F03_O	F01_O
FR1618	ʒ	t	a	a	1671	2816	697	False	F03_O	F01_O
FR1619	ʒ	t	a	ɛ	471	1160	337	True	F01_O	F02_N
FR1620	ʒ	t	a	ɛ	471	1160	337	False	F01_O	F02_N
FR1621	ʒ	t	i	ɛ	222	407	1199	True	M02_O	F10_O
FR1622	ʒ	t	i	ɛ	222	407	1199	False	M02_O	F10_O
FR1623	u	y	d	s	1427	1428	544	True	F06_N	M01_O
FR1624	u	y	d	s	1427	1428	544	False	F06_N	M01_O
FR1625	u	y	k	p	1219	1229	118	True	F05_N	M01_O
FR1626	u	y	k	p	1219	1229	118	False	F05_N	M01_O
FR1627	u	y	s	s	2924	2925	1223	True	M04_O	F02_N
FR1628	u	y	s	s	2924	2925	1223	False	M04_O	F02_N
FR1629	y	u	d	s	1428	1427	135	True	F06_N	F02_N
FR1630	y	u	d	s	1428	1427	135	False	F06_N	F02_N
FR1631	y	u	k	p	1229	1219	1327	True	F05_N	F06_N
FR1632	y	u	k	p	1229	1219	1327	False	F05_N	F06_N
FR1633	y	u	s	s	2925	2924	2815	True	M04_O	M10_N
FR1634	y	u	s	s	2925	2924	2815	False	M04_O	M10_N
FR1635	u	ø	d	s	544	149	1427	True	M01_O	F06_N
FR1636	u	ø	d	s	544	149	1427	False	M01_O	F06_N
FR1637	u	ø	d	t	1433	1234	1227	True	M07_N	M10_N
FR1638	u	ø	d	t	1433	1234	1227	False	M07_N	M10_N
FR1639	u	ø	v	v	2779	2778	2837	True	F01_O	M01_O
FR1640	u	ø	v	v	2779	2778	2837	False	F01_O	M01_O
FR1641	ø	u	d	t	1234	1433	1233	True	M07_N	F03_O
FR1642	ø	u	d	t	1234	1433	1233	False	M07_N	F03_O
FR1643	ø	u	v	v	2778	2779	2780	True	F01_O	M07_N
FR1644	ø	u	v	v	2778	2779	2780	False	F01_O	M07_N
FR1645	ø	u	d	s	149	544	148	True	M01_O	M04_O
FR1646	ø	u	d	s	149	544	148	False	M01_O	M04_O
FR1647	u	ɑ̃	d	s	543	1439	544	True	M10_O	M01_O
FR1648	u	ɑ̃	d	s	543	1439	544	False	M10_O	M01_O
FR1649	u	ɑ̃	t	p	2574	2573	1452	True	F10_O	M10_O
FR1650	u	ɑ̃	t	p	2574	2573	1452	False	F10_O	M10_O
FR1651	u	ɑ̃	d	t	1225	2744	1227	True	F01_O	M10_N
FR1652	u	ɑ̃	d	t	1225	2744	1227	False	F01_O	M10_N
FR1653	ɑ̃	u	d	s	1439	543	166	True	M10_O	M10_N
FR1654	ɑ̃	u	d	s	1439	543	166	False	M10_O	M10_N
FR1655	ɑ̃	u	d	t	2744	1225	2294	True	F01_O	M10_N
FR1656	ɑ̃	u	d	t	2744	1225	2294	False	F01_O	M10_N
FR1657	ɑ̃	u	t	p	2573	2574	2204	True	F10_O	F02_O
FR1658	ɑ̃	u	t	p	2573	2574	2204	False	F10_O	F02_O
FR1659	u	ɔ̃	k	p	760	1444	118	True	M07_N	M01_O
FR1660	u	ɔ̃	k	p	760	1444	118	False	M07_N	M01_O
FR1661	u	ɔ̃	k	s	1322	1445	122	True	M08_N	M01_O
FR1662	u	ɔ̃	k	s	1322	1445	122	False	M08_N	M01_O
FR1663	u	ɔ̃	s	s	1221	1446	1223	True	M08_N	F02_N
FR1664	u	ɔ̃	s	s	1221	1446	1223	False	M08_N	F02_N
FR1665	ɔ̃	u	k	p	1444	760	1261	True	M07_N	M10_N
FR1666	ɔ̃	u	k	p	1444	760	1261	False	M07_N	M10_N
FR1667	ɔ̃	u	k	s	1445	1322	1400	True	M08_N	F02_N
FR1668	ɔ̃	u	k	s	1445	1322	1400	False	M08_N	F02_N
FR1669	ɔ̃	u	s	s	1446	1221	1447	True	M08_N	M10_N
FR1670	ɔ̃	u	s	s	1446	1221	1447	False	M08_N	M10_N
FR1671	u	ɛ̃	t	p	1452	1453	1454	True	M10_O	F01_N
FR1672	u	ɛ̃	t	p	1452	1453	1454	False	M10_O	F01_N
FR1673	u	ɛ̃	p	s	1456	1457	124	True	M10_O	M10_N
FR1674	u	ɛ̃	p	s	1456	1457	124	False	M10_O	M10_N
FR1675	u	ɛ̃	s	d	1379	1459	1380	True	F10_O	F02_N
FR1676	u	ɛ̃	s	d	1379	1459	1380	False	F10_O	F02_N
FR1677	ɛ̃	u	t	p	1453	1452	1455	True	M10_O	F06_N
FR1678	ɛ̃	u	t	p	1453	1452	1455	False	M10_O	F06_N
FR1679	ɛ̃	u	p	s	1457	1456	1458	True	M10_O	M01_O
FR1680	ɛ̃	u	p	s	1457	1456	1458	False	M10_O	M01_O
FR1681	ɛ̃	u	s	d	1459	1379	1460	True	F10_O	F06_N
FR1682	ɛ̃	u	s	d	1459	1379	1460	False	F10_O	F06_N
FR1683	v	z	e	ɔ	1463	1464	1465	True	M04_O	M01_O
FR1684	v	z	e	ɔ	1463	1464	1465	False	M04_O	M01_O
FR1685	v	z	a	ɛ	295	300	296	True	M08_N	F02_N
FR1686	v	z	a	ɛ	295	300	296	False	M08_N	F02_N
FR1687	v	z	i	ɛ	816	1291	128	True	F02_O	M10_N
FR1688	v	z	i	ɛ	816	1291	128	False	F02_O	M10_N
FR1689	z	v	e	ɔ	2459	1465	303	True	M01_O	M07_N
FR1690	z	v	e	ɔ	2459	1465	303	False	M01_O	M07_N
FR1691	z	v	a	ɛ	300	295	301	True	M08_N	F06_O
FR1692	z	v	a	ɛ	300	295	301	False	M08_N	F06_O
FR1693	z	v	i	ɛ	1291	816	302	True	F02_O	M10_O
FR1694	z	v	i	ɛ	1291	816	302	False	F02_O	M10_O
FR1695	v	ɡ	e	a	1469	317	1479	True	M10_N	M01_O
FR1696	v	ɡ	e	a	1469	317	1479	False	M10_N	M01_O
FR1697	v	ɡ	i	a	1480	871	299	True	M01_O	M10_N
FR1698	v	ɡ	i	a	1480	871	299	False	M01_O	M10_N
FR1699	v	ɡ	a	ɛ	1478	315	296	True	F06_N	F02_N
FR1700	v	ɡ	a	ɛ	1478	315	296	False	F06_N	F02_N
FR1701	ɡ	v	e	a	317	1469	318	True	M10_N	F02_N
FR1702	ɡ	v	e	a	317	1469	318	False	M10_N	F02_N
FR1703	ɡ	v	i	a	871	1480	873	True	M01_O	F01_O
FR1704	ɡ	v	i	a	871	1480	873	False	M01_O	F01_O
FR1705	ɡ	v	a	ɛ	315	1478	316	True	F06_N	M04_O
FR1706	ɡ	v	a	ɛ	315	1478	316	False	F06_N	M04_O
FR1707	v	ʁ	i	a	1325	1481	299	True	M07_N	M10_N
FR1708	v	ʁ	i	a	1325	1481	299	False	M07_N	M10_N
FR1709	v	ʁ	a	ɛ	295	323	296	True	M08_N	F02_N
FR1710	v	ʁ	a	ɛ	295	323	296	False	M08_N	F02_N
FR1711	v	ʁ	i	ɛ	816	2367	128	True	F02_O	M10_N
FR1712	v	ʁ	i	ɛ	816	2367	128	False	F02_O	M10_N
FR1713	v	ʃ	i	a	1480	1098	299	True	M01_O	M10_N
FR1714	v	ʃ	i	a	1480	1098	299	False	M01_O	M10_N
FR1715	v	ʃ	a	ɛ	1478	329	296	True	F06_N	F02_N
FR1716	v	ʃ	a	ɛ	1478	329	296	False	F06_N	F02_N
FR1717	v	ʃ	i	ɛ	1483	1097	128	True	F01_N	M10_N
FR1718	v	ʃ	i	ɛ	1483	1097	128	False	F01_N	M10_N
FR1719	ʃ	v	i	a	1098	1480	1099	True	M01_O	F02_O
FR1720	ʃ	v	i	a	1098	1480	1099	False	M01_O	F02_O
FR1721	ʃ	v	a	ɛ	1005	1484	329	True	M01_O	F06_N
FR1722	ʃ	v	a	ɛ	1005	1484	329	False	M01_O	F06_N
FR1723	ʃ	v	i	ɛ	1097	1483	470	True	F01_N	M01_O
FR1724	ʃ	v	i	ɛ	1097	1483	470	False	F01_N	M01_O
FR1725	w	y	d	a	1486	1487	553	True	F06_N	M01_O
FR1726	w	y	d	a	1486	1487	553	False	F06_N	M01_O
FR1727	w	y	s	a	662	669	664	True	F01_O	M10_N
FR1728	w	y	s	a	662	669	664	False	F01_O	M10_N
FR1729	w	y	t	a	1489	672	556	True	F03_O	F02_N
FR1730	w	y	t	a	1489	672	556	False	F03_O	F02_N
FR1731	y	w	d	a	1487	1486	1488	True	F06_N	M02_O
FR1732	y	w	d	a	1487	1486	1488	False	F06_N	M02_O
FR1733	y	w	s	a	669	662	670	True	F01_O	F06_N
FR1734	y	w	s	a	669	662	670	False	F01_O	F06_N
FR1735	y	w	t	a	672	1489	671	True	F03_O	F06_O
FR1736	y	w	t	a	672	1489	671	False	F03_O	F06_O
FR1737	w	ʁ	k	a	1031	1461	550	True	M08_N	F02_N
FR1738	w	ʁ	k	a	1031	1461	550	False	M08_N	F02_N
FR1739	w	ʁ	d	a	761	1506	553	True	M08_N	M01_O
FR1740	w	ʁ	d	a	761	1506	553	False	M08_N	M01_O
FR1741	w	ʁ	t	a	555	1508	556	True	M08_N	F02_N
FR1742	w	ʁ	t	a	555	1508	556	False	M08_N	F02_N
FR1743	ʁ	w	k	a	1461	1031	691	True	M08_N	F01_O
FR1744	ʁ	w	k	a	1461	1031	691	False	M08_N	F01_O
FR1745	ʁ	w	d	a	1506	761	1507	True	M08_N	F02_N
FR1746	ʁ	w	d	a	1506	761	1507	False	M08_N	F02_N
FR1747	ʁ	w	t	a	1508	555	326	True	M08_N	M10_N
FR1748	ʁ	w	t	a	1508	555	326	False	M08_N	M10_N
FR1749	y	ø	d	s	1509	571	135	True	M07_N	F02_N
FR1750	y	ø	d	s	1509	571	135	False	M07_N	F02_N
FR1751	y	ø	s	k	1510	151	559	True	M07_N	M10_N
FR1752	y	ø	s	k	1510	151	559	False	M07_N	M10_N
FR1753	y	ø	d	p	1511	1512	1513	True	F01_N	M10_N
FR1754	y	ø	d	p	1511	1512	1513	False	F01_N	M10_N
FR1755	ø	y	s	k	151	1510	152	True	M07_N	F01_O
FR1756	ø	y	s	k	151	1510	152	False	M07_N	F01_O
FR1757	ø	y	d	p	1512	1511	1514	True	F01_N	F06_O
FR1758	ø	y	d	p	1512	1511	1514	False	F01_N	F06_O
FR1759	ø	y	d	s	571	1509	149	True	M07_N	M01_O
FR1760	ø	y	d	s	571	1509	149	False	M07_N	M01_O
FR1761	y	ɑ̃	d	s	1519	165	135	True	M04_O	F02_N
FR1762	y	ɑ̃	d	s	1519	165	135	False	M04_O	F02_N
FR1763	y	ɑ̃	t	e	416	1440	1430	True	F03_O	F01_N
FR1764	y	ɑ̃	t	e	416	1440	1430	False	F03_O	F01_N
FR1765	y	ɑ̃	t	t	2675	2674	2694	True	F05_N	F02_N
FR1766	y	ɑ̃	t	t	2675	2674	2694	False	F05_N	F02_N
FR1767	ɑ̃	y	d	s	165	1519	166	True	M04_O	M10_N
FR1768	ɑ̃	y	d	s	165	1519	166	False	M04_O	M10_N
FR1769	ɑ̃	y	t	e	1440	416	432	True	F03_O	F06_O
FR1770	ɑ̃	y	t	e	1440	416	432	False	F03_O	F06_O
FR1771	ɑ̃	y	t	t	2674	2675	2676	True	F05_N	M01_O
FR1772	ɑ̃	y	t	t	2674	2675	2676	False	F05_N	M01_O
FR1773	y	ɛ̃	s	k	559	200	558	True	M10_N	F06_N
FR1774	y	ɛ̃	s	k	559	200	558	False	M10_N	F06_N
FR1775	y	ɛ̃	d	p	1518	202	1513	True	F01_O	M10_N
FR1776	y	ɛ̃	d	p	1518	202	1513	False	F01_O	M10_N
