index	TGT	OTH	prev_phone	next_phone	TGT_item	OTH_item	X_item
750	z	s	i	ɛ	1291	917	302
751	s	ɔ	t	p	743	1254	1750
752	s	ɔ	k	p	1326	178	746
753	s	ɔ	i	t	1338	1058	1339
754	ɔ	s	t	p	1254	743	1256
755	ɔ	s	k	p	178	1326	1337
756	ɔ	s	i	t	1058	1338	1060
757	s	ɔ̃	k	p	746	1261	1343
758	s	ɔ̃	k	k	2209	2210	2211
759	s	ɔ̃	k	t	3000	3002	2624
760	ɔ̃	s	k	p	1261	746	1344
761	ɔ̃	s	k	k	2210	2209	2212
762	ɔ̃	s	k	t	3002	3000	2746
769	s	ɛ̃	t	a	1210	616	1209
770	s	ɛ̃	i	k	1356	2366	919
771	s	ɛ̃	i	d	921	2497	923
772	ɛ̃	s	t	a	616	1210	617
773	ɛ̃	s	i	k	2366	1356	1083
774	ɛ̃	s	i	d	2497	921	988
775	s	ɡ	a	a	1358	322	1359
776	s	ɡ	a	ɛ	2326	315	284
777	s	ɡ	ɛ	ɛ	1361	447	1362
778	ɡ	s	a	a	322	1358	1360
779	ɡ	s	ɛ	ɛ	447	1361	449
780	ɡ	s	a	ɛ	315	2326	316
781	s	ɲ	a	i	1363	459	1364
782	s	ɲ	i	k	918	994	919
783	s	ɲ	i	d	1357	1365	923
784	ɲ	s	a	i	459	1363	461
785	ɲ	s	i	k	994	918	995
786	ɲ	s	i	d	1365	1357	2335
787	s	ʒ	a	a	2243	1671	1359
788	s	ʒ	ə	t	1876	623	1878
789	s	ʒ	i	ɛ	404	222	106
790	ʒ	s	a	a	1671	2243	699
791	ʒ	s	ə	t	623	1876	625
792	ʒ	s	i	ɛ	222	404	1199
793	t	v	i	a	292	299	1381
794	t	v	i	ɛ	407	411	113
795	t	v	a	ɛ	289	295	2169
796	v	t	i	a	299	292	931
797	v	t	a	ɛ	295	289	296
798	v	t	i	ɛ	411	407	128
799	t	y	k	i	1386	1329	1387
800	t	y	s	d	1212	766	110
801	t	y	s	ɛ	1388	666	1389
802	y	t	k	i	1329	1386	1331
803	y	t	s	d	766	1212	137
804	y	t	s	ɛ	666	1388	2347
805	t	ɔ̃	s	k	1772	2383	540
806	t	ɔ̃	s	f	2273	2660	2271
807	t	ɔ̃	s	p	2657	2656	2659
808	ɔ̃	t	s	k	2383	1772	184
809	ɔ̃	t	s	f	2660	2273	1934
810	ɔ̃	t	s	p	2656	2657	2658
811	t	ɛ	s	k	540	1405	1772
812	t	ɛ	s	e	1406	442	406
813	t	ɛ	s	a	2923	1504	1384
814	ɛ	t	s	k	1405	540	198
815	ɛ	t	s	e	442	1406	441
816	ɛ	t	s	a	1504	2923	1505
817	t	ɡ	a	a	1411	320	1412
818	t	ɡ	a	ɛ	1410	315	2169
819	t	ɡ	ɛ	ɛ	1413	447	1414
820	ɡ	t	a	a	320	1411	322
821	ɡ	t	ɛ	ɛ	447	1413	449
822	ɡ	t	a	ɛ	315	1410	1542
823	t	ɲ	i	i	1417	451	1418
824	t	ɲ	i	d	1320	455	1767
825	t	ɲ	ɛ	d	1415	1146	1416
826	ɲ	t	i	i	451	1417	453
827	ɲ	t	i	d	455	1320	2335
828	ɲ	t	ɛ	d	1146	1415	1144
829	t	ʁ	s	e	1318	464	406
830	t	ʁ	i	k	1025	1419	1026
831	t	ʁ	i	ɛ	924	2367	113
832	ʁ	t	s	e	464	1318	465
833	ʁ	t	i	k	1419	1025	210
834	ʁ	t	i	ɛ	208	2972	1683
835	t	ʃ	i	a	1421	1099	292
836	t	ʃ	a	ɛ	1410	329	2169
837	t	ʃ	i	ɛ	1420	1097	113
838	ʃ	t	i	a	1099	1421	1098
839	ʃ	t	i	ɛ	1097	1420	470
840	ʃ	t	a	ɛ	1005	2169	329
841	t	ʒ	a	a	2816	1671	1412
842	t	ʒ	a	ɛ	1160	471	2169
844	ʒ	t	a	a	1671	2816	697
845	ʒ	t	a	ɛ	471	1160	337
846	ʒ	t	i	ɛ	222	407	1199
847	u	y	d	s	1427	1428	544
848	u	y	k	p	1219	1229	118
849	u	y	s	s	2924	2925	1223
850	y	u	d	s	1428	1427	135
851	y	u	k	p	1229	1219	1327
852	y	u	s	s	2925	2924	2815
853	u	ø	d	s	544	149	1427
854	u	ø	d	t	1433	1234	1227
855	u	ø	v	v	2779	2778	2837
856	ø	u	d	t	1234	1433	1233
857	ø	u	v	v	2778	2779	2780
858	ø	u	d	s	149	544	148
859	u	ɑ̃	d	s	543	1439	544
860	u	ɑ̃	t	p	2574	2573	1452
861	u	ɑ̃	d	t	1225	2744	1227
862	ɑ̃	u	d	s	1439	543	166
863	ɑ̃	u	d	t	2744	1225	2294
864	ɑ̃	u	t	p	2573	2574	2204
865	u	ɔ̃	k	p	760	1444	118
866	u	ɔ̃	k	s	1322	1445	122
867	u	ɔ̃	s	s	1221	1446	1223
868	ɔ̃	u	k	p	1444	760	1261
869	ɔ̃	u	k	s	1445	1322	1400
870	ɔ̃	u	s	s	1446	1221	1447
877	u	ɛ̃	t	p	1452	1453	1454
878	u	ɛ̃	p	s	1456	1457	124
879	u	ɛ̃	s	d	1379	1459	1380
880	ɛ̃	u	t	p	1453	1452	1455
881	ɛ̃	u	p	s	1457	1456	1458
882	ɛ̃	u	s	d	1459	1379	1460
883	v	z	e	ɔ	1463	1464	1465
884	v	z	a	ɛ	295	300	296
885	v	z	i	ɛ	816	1291	128
886	z	v	e	ɔ	2459	1465	303
887	z	v	a	ɛ	300	295	301
888	z	v	i	ɛ	1291	816	302
889	v	ɡ	e	a	1469	317	1479
890	v	ɡ	i	a	1480	871	299
891	v	ɡ	a	ɛ	1478	315	296
892	ɡ	v	e	a	317	1469	318
893	ɡ	v	i	a	871	1480	873
894	ɡ	v	a	ɛ	315	1478	316
895	v	ʁ	i	a	1325	1481	299
896	v	ʁ	a	ɛ	295	323	296
897	v	ʁ	i	ɛ	816	2367	128
898	v	ʃ	i	a	1480	1098	299
899	v	ʃ	a	ɛ	1478	329	296
900	v	ʃ	i	ɛ	1483	1097	128
901	ʃ	v	i	a	1098	1480	1099
902	ʃ	v	a	ɛ	1005	1484	329
903	ʃ	v	i	ɛ	1097	1483	470
904	w	y	d	a	1486	1487	553
905	w	y	s	a	662	669	664
906	w	y	t	a	1489	672	556
907	y	w	d	a	1487	1486	1488
908	y	w	s	a	669	662	670
909	y	w	t	a	672	1489	671
910	w	ʁ	k	a	1031	1461	550
911	w	ʁ	d	a	761	1506	553
912	w	ʁ	t	a	555	1508	556
913	ʁ	w	k	a	1461	1031	691
914	ʁ	w	d	a	1506	761	1507
915	ʁ	w	t	a	1508	555	326
916	y	ø	d	s	1509	571	135
917	y	ø	s	k	1510	151	559
918	y	ø	d	p	1511	1512	1513
919	ø	y	s	k	151	1510	152
920	ø	y	d	p	1512	1511	1514
921	ø	y	d	s	571	1509	149
922	y	ɑ̃	d	s	1519	165	135
923	y	ɑ̃	t	e	416	1440	1430
924	y	ɑ̃	t	t	2675	2674	2694
925	ɑ̃	y	d	s	165	1519	166
926	ɑ̃	y	t	e	1440	416	432
927	ɑ̃	y	t	t	2674	2675	2676
934	y	ɛ̃	s	k	559	200	558
935	y	ɛ̃	d	p	1518	202	1513
936	y	ɛ̃	t	a	672	617	671
937	ɛ̃	y	s	k	200	559	614
938	ɛ̃	y	d	p	202	1518	204
939	ɛ̃	y	t	a	617	672	616
940	y	ʁ	d	s	1530	2345	135
941	y	ʁ	t	e	827	1531	416
942	y	ʁ	t	ɛ	138	1532	1915
943	ʁ	y	t	e	1531	827	463
944	ʁ	y	d	s	2345	1530	1271
945	ʁ	y	t	ɛ	1532	138	1533
946	z	ɡ	a	a	1543	320	1544
947	z	ɡ	a	ɛ	947	1542	301
948	z	ɡ	ɛ	ɛ	1545	447	1546
949	ɡ	z	a	a	320	1543	322
950	ɡ	z	a	ɛ	1542	947	315
951	ɡ	z	ɛ	ɛ	447	1545	449
952	ø	ɑ̃	d	s	148	165	149
953	ø	ɑ̃	s	k	151	1559	152
954	ø	ɑ̃	s	d	575	1560	577
955	ɑ̃	ø	d	s	165	148	166
956	ɑ̃	ø	s	k	1559	151	1250
957	ɑ̃	ø	s	d	1560	575	168
958	ø	ɔ̃	s	k	573	1565	152
959	ø	ɔ̃	s	d	1566	1567	577
960	ø	ɔ̃	d	p	1512	1568	1514
961	ɔ̃	ø	s	k	1565	573	184
962	ɔ̃	ø	s	d	1567	1566	182
963	ɔ̃	ø	d	p	1568	1512	1569
970	ø	ɛ̃	p	s	1564	1458	1562
971	ø	ɛ̃	s	k	152	1576	573
972	ø	ɛ̃	s	d	575	1460	577
973	ɛ̃	ø	p	s	1458	1564	1457
974	ɛ̃	ø	s	k	1576	152	200
975	ɛ̃	ø	s	d	1460	575	1577
976	ɑ̃	ɔ̃	s	d	1614	600	168
977	ɑ̃	ɔ̃	t	s	2527	2528	2665
978	ɑ̃	ɔ̃	p	t	2726	2591	2727
979	ɔ̃	ɑ̃	s	d	600	1614	182
980	ɔ̃	ɑ̃	p	t	2591	2726	2610
981	ɔ̃	ɑ̃	t	s	2528	2527	2599
988	ɑ̃	ɛ	d	s	166	194	776
989	ɑ̃	ɛ	k	s	1335	1351	1336
990	ɑ̃	ɛ	t	p	2287	2288	2205
991	ɛ	ɑ̃	d	s	194	166	1619
992	ɛ	ɑ̃	k	s	1351	1335	1267
993	ɛ	ɑ̃	t	p	2288	2287	1949
994	ɔ	ɔ̃	k	p	178	1627	1337
995	ɔ	ɔ̃	s	k	172	183	173
996	ɔ	ɔ̃	k	s	596	1628	598
997	ɔ̃	ɔ	k	p	1627	178	1261
998	ɔ̃	ɔ	s	k	183	172	184
999	ɔ̃	ɔ	k	s	1628	596	1400
1000	ɔ	ɛ̃	t	p	1254	1635	1256
1001	ɔ	ɛ̃	s	k	172	1636	173
1002	ɔ	ɛ̃	p	s	1637	1458	1443
1003	ɛ̃	ɔ	t	p	1635	1254	1455
1004	ɛ̃	ɔ	s	k	1636	172	200
1005	ɛ̃	ɔ	p	s	1458	1637	1457
1006	ɔ	ʁ	t	p	1638	1639	1256
1007	ɔ	ʁ	d	k	1611	211	1612
1008	ɔ	ʁ	p	ɛ	174	1641	175
1009	ʁ	ɔ	t	p	1639	1638	1640
1010	ʁ	ɔ	d	k	211	1611	212
1011	ʁ	ɔ	p	ɛ	1641	174	1579
1018	ɔ̃	ɛ	s	d	600	1643	182
1019	ɔ̃	ɛ	s	k	784	786	184
1020	ɔ̃	ɛ	p	t	2610	2705	2591
1021	ɛ	ɔ̃	s	d	1643	600	196
1022	ɛ	ɔ̃	s	k	786	784	198
1023	ɛ	ɔ̃	p	t	2705	2610	2706
1024	ɔ̃	ɛ̃	s	k	1565	199	184
1025	ɔ̃	ɛ̃	p	t	2591	2590	2610
1026	ɔ̃	ɛ̃	s	t	3016	3015	2639
1027	ɛ̃	ɔ̃	s	k	199	1565	200
1028	ɛ̃	ɔ̃	p	t	2590	2591	2559
1029	ɛ̃	ɔ̃	s	t	3015	3016	2638
1030	ɔ̃	ʁ	d	k	1647	211	1592
1031	ɔ̃	ʁ	k	d	1589	2567	1590
1032	ɔ̃	ʁ	t	s	2528	2597	2599
1033	ʁ	ɔ̃	d	k	211	1647	212
1034	ʁ	ɔ̃	k	d	2567	1589	2568
1035	ʁ	ɔ̃	t	s	2597	2528	2598
1048	ɛ̃	ʁ	d	p	202	790	204
1049	ɛ̃	ʁ	t	a	616	1660	617
1050	ɛ̃	ʁ	i	d	988	2056	989
1051	ʁ	ɛ̃	d	p	790	202	791
1052	ʁ	ɛ̃	t	a	1660	616	326
1053	ʁ	ɛ̃	i	d	2056	988	1661
1054	ɡ	ʁ	a	a	1310	1664	322
1055	ɡ	ʁ	a	ɛ	315	1663	316
1056	ɡ	ʁ	ɛ	ɛ	447	1666	449
1057	ʁ	ɡ	a	a	2539	1670	1664
1058	ʁ	ɡ	a	ɛ	1663	315	324
1059	ʁ	ɡ	ɛ	ɛ	1666	447	1667
1060	ɡ	ʃ	e	a	1186	332	317
1061	ɡ	ʃ	i	a	871	1098	873
1062	ɡ	ʃ	a	ɛ	315	329	1542
1063	ʃ	ɡ	e	a	332	1186	333
1064	ʃ	ɡ	i	a	1098	871	1099
1065	ʃ	ɡ	a	ɛ	329	315	467
1066	ɡ	ʒ	e	a	689	1668	317
1067	ɡ	ʒ	i	a	873	1154	871
1068	ɡ	ʒ	a	a	1670	1671	322
1069	ʒ	ɡ	e	a	1668	689	1669
1070	ʒ	ɡ	i	a	1154	873	1153
1071	ʒ	ɡ	a	a	1671	1670	699
1072	ɲ	ʁ	i	k	995	210	1091
1073	ɲ	ʁ	i	d	2335	1673	455
1074	ɲ	ʁ	a	d	878	1674	880
1075	ʁ	ɲ	i	k	210	995	1672
1076	ʁ	ɲ	i	d	1673	2335	1662
1077	ʁ	ɲ	a	d	1674	878	1675
1078	ɲ	ʒ	a	i	461	1676	1551
1079	ɲ	ʒ	i	i	453	1678	998
1080	ɲ	ʒ	a	d	878	1680	880
1081	ʒ	ɲ	a	i	1676	461	1677
1082	ʒ	ɲ	i	i	1678	453	1679
1083	ʒ	ɲ	a	d	1680	878	1681
1084	ʁ	ʃ	a	t	1682	214	1272
1085	ʁ	ʃ	a	ɛ	1663	329	324
1086	ʁ	ʃ	i	ɛ	1683	1097	208
1087	ʃ	ʁ	a	t	214	1682	213
1088	ʃ	ʁ	i	ɛ	1097	1683	470
1089	ʃ	ʁ	a	ɛ	329	1663	467
1090	ʁ	ʒ	a	a	2539	1671	1664
1091	ʁ	ʒ	a	ɛ	1684	337	324
1092	ʁ	ʒ	i	ɛ	2367	1317	208
1093	ʒ	ʁ	a	a	1671	2539	697
1094	ʒ	ʁ	a	ɛ	337	1684	336
1096	ʒ	ʃ	a	e	1606	1196	1607
1097	ʒ	ʃ	a	a	699	335	697
1098	ʒ	ʃ	a	ɛ	336	1005	337
1099	ʃ	ʒ	a	e	1196	1606	887
1100	ʃ	ʒ	a	a	335	699	334
1101	ʃ	ʒ	a	ɛ	1005	336	329
1102	a	l	b	d	1693	1694	1695
1103	a	l	i	d	1705	1706	22
1104	a	l	i	k	12	1714	14
1105	l	a	b	d	1694	1693	1696
1106	l	a	i	d	1706	1705	1081
1107	l	a	i	k	1714	12	893
1108	a	s	i	t	1690	1339	1691
1109	a	s	t	p	1745	1750	1751
1110	a	s	i	k	12	1758	14
1111	s	a	i	t	1339	1690	1749
1112	s	a	t	p	1750	1745	743
1113	s	a	i	k	1758	12	919
1114	d	s	a	a	445	1790	1791
1115	d	s	e	ɔ	1808	1809	428
1116	d	s	ɛ	a	425	1795	237
1117	s	d	a	a	1790	445	1359
1118	s	d	e	ɔ	1809	1808	1810
1119	s	d	ɛ	a	1795	425	1796
1120	e	i	d	p	580	773	582
1121	e	i	b	d	1823	1824	1825
1122	e	i	k	s	595	1833	597
1123	i	e	d	p	773	580	1820
1124	i	e	b	d	1824	1823	1826
1125	i	e	k	s	1833	595	749
1126	e	l	b	d	1823	1865	1825
1127	e	l	i	k	13	1714	15
1128	e	l	k	a	475	637	477
1129	l	e	b	d	1865	1823	1696
1130	l	e	i	k	1714	13	893
1131	l	e	k	a	637	475	505
1132	e	y	d	p	1894	1895	582
1133	e	y	t	a	1897	672	481
1134	e	y	t	p	1902	1903	2404
1135	y	e	d	p	1895	1894	1513
1136	y	e	t	a	672	1897	671
1137	y	e	t	p	1903	1902	1904
1138	e	ɔ̃	d	p	1924	1569	582
1139	e	ɔ̃	k	s	595	1628	597
1140	e	ɔ̃	t	p	1931	1932	2404
1141	ɔ̃	e	d	p	1569	1924	1568
1142	ɔ̃	e	k	s	1628	595	1400
1143	ɔ̃	e	t	p	1932	1931	1933
1144	e	ɛ	k	s	595	1634	597
1145	e	ɛ	t	p	1879	1949	2404
1146	e	ɛ	t	a	500	2386	479
1147	ɛ	e	k	s	1634	595	1267
1148	ɛ	e	t	p	1949	1879	1950
1149	ɛ	e	t	a	2386	500	2395
1150	e	ʁ	d	p	580	790	582
1151	e	ʁ	b	i	2733	2734	2735
1152	e	ʁ	t	a	509	1274	481
1153	ʁ	e	d	p	790	580	791
1154	ʁ	e	t	a	1274	509	325
1155	ʁ	e	b	i	2734	2733	2802
1156	k	s	a	a	1984	2030	991
1157	k	s	e	ɔ	2037	1809	954
1158	k	s	ɛ	a	952	1796	1988
1159	s	k	a	a	2030	1984	1359
1160	s	k	e	ɔ	1809	2037	1810
1161	s	k	ɛ	a	1796	952	2031
1162	l	s	a	a	2086	1358	1986
1163	l	s	k	e	2087	1793	1076
1164	l	s	k	i	2091	2092	2093
1165	s	l	a	a	1358	2086	1359
1166	s	l	k	e	1793	2087	1349
1167	s	l	k	i	2092	2091	1330
1168	n	t	a	a	2143	1412	2144
1169	n	t	e	ɔ	275	1395	2156
1170	n	t	ɛ	d	2380	1415	1183
1171	t	n	a	a	1412	2143	1411
1172	t	n	e	ɔ	1395	275	2126
1173	t	n	ɛ	d	1415	2380	1416
1174	s	t	a	a	2167	1412	1359
1175	s	t	k	i	1328	1386	1330
1176	s	t	e	ɔ	1809	2176	1810
1177	t	s	a	a	1412	2167	1411
1178	t	s	k	i	1386	1328	1387
1179	t	s	e	ɔ	2176	1809	1395
1180	s	ɑ̃	a	k	2085	1923	2083
1181	s	ɑ̃	k	p	1207	1251	746
1182	s	ɑ̃	t	p	743	2204	1750
1183	ɑ̃	s	a	k	1923	2085	2194
1184	ɑ̃	s	k	p	1251	1207	1252
1185	ɑ̃	s	t	p	2204	743	2205
1186	s	ʁ	a	d	2412	1675	1975
1187	s	ʁ	e	ɔ	1810	2237	1809
1188	s	ʁ	a	t	1208	1273	103
1189	ʁ	s	a	d	1675	2412	2060
1190	ʁ	s	e	ɔ	2237	1810	2070
1191	ʁ	s	a	t	1273	1208	1272
1192	t	ɑ̃	s	f	2271	2272	2273
1193	t	ɑ̃	s	d	2275	2276	110
1194	t	ɑ̃	ɛ	f	2264	2265	1218
1195	ɑ̃	t	s	f	2272	2271	2274
1196	ɑ̃	t	s	d	2276	2275	168
1197	ɑ̃	t	ɛ	f	2265	2264	2266
1198	o	l	b	d	2517	2516	1739
1199	o	l	b	k	2518	2519	2520
1200	o	l	ɛ	t	1017	1016	1204
1201	ɔ̃	l	k	d	2732	723	1589
1202	ɔ̃	l	p	d	2794	1040	1927
1203	ɔ̃	l	i	f	2630	2629	2664
1204	l	ɔ̃	i	f	2629	2630	2631
1205	l	ɔ̃	k	d	723	2732	725
1206	l	ɔ̃	p	d	1040	2794	727
1207	d	f	ɛ	ɔ	355	356	357
1208	d	f	a	ɛ	229	353	1799
1209	d	f	i	ɛ	5	24	7
1210	f	d	ɛ	ɔ	356	355	358
1211	f	d	i	ɛ	24	5	25
1212	f	d	a	ɛ	353	229	239
1213	d	j	i	ɛ	5	52	7
1214	d	j	t	ɛ	1	50	51
1215	d	j	a	ɛ	1799	830	229
1216	j	d	t	ɛ	50	1	51
1217	j	d	i	ɛ	52	5	251
1218	j	d	a	ɛ	830	1799	249
1219	d	k	i	ɛ	5	58	7
1220	d	k	ɛ	ɔ	371	372	357
1221	d	k	a	ɛ	386	898	229
1222	k	d	ɛ	ɔ	372	371	373
1223	k	d	i	ɛ	58	5	948
1224	k	d	a	ɛ	898	386	254
1225	f	k	ɛ	ɔ	635	636	358
1226	f	k	i	ɛ	25	59	24
1227	f	k	a	ɛ	627	898	239
1228	k	f	i	ɛ	59	25	58
1229	k	f	ɛ	ɔ	636	635	373
1230	k	f	a	ɛ	898	627	254
1231	f	p	i	ɛ	25	95	24
1232	f	p	ɛ	ɔ	644	645	358
1233	f	p	a	ɛ	239	276	687
1234	p	f	a	ɛ	276	239	277
1235	p	f	i	ɛ	95	25	94
1236	p	f	ɛ	ɔ	645	644	646
1237	f	z	i	ɛ	673	674	24
1238	f	z	ɛ	ɔ	644	675	358
1239	f	z	a	ɛ	239	300	687
1240	z	f	a	ɛ	300	239	301
1241	z	f	i	ɛ	674	673	142
1242	z	f	ɛ	ɔ	675	644	420
1243	ʁ	f	i	ɛ	692	673	208
1244	ʁ	f	a	ɛ	323	239	324
1245	ʁ	f	k	a	690	478	691
1246	j	m	a	ɛ	628	387	250
1247	j	m	t	ɛ	799	71	51
1248	j	m	i	ɛ	52	73	53
1249	m	j	a	ɛ	387	628	265
1250	m	j	t	ɛ	71	799	72
1251	m	j	i	ɛ	73	52	74
1252	p	j	a	ɛ	392	369	277
1253	p	j	i	ɛ	94	801	95
1254	p	j	s	e	1306	865	394
1255	j	ʃ	i	ɛ	53	470	52
1256	j	ʃ	a	ɛ	882	883	250
1257	j	ʃ	a	e	885	886	817
1258	k	z	a	ɛ	898	947	255
1259	k	z	ɛ	ɔ	372	420	373
1260	k	z	i	ɛ	948	949	58
1261	z	k	a	ɛ	947	898	301
1262	z	k	i	ɛ	949	948	142
1263	z	k	ɛ	ɔ	420	372	421
1264	l	z	ɛ	ɔ	1045	420	1046
1265	l	z	a	ɛ	259	300	1086
1266	l	z	i	ɛ	2360	1291	382
1267	z	l	ɛ	ɔ	420	1045	421
1268	z	l	a	ɛ	300	259	301
1269	z	l	i	ɛ	1291	2360	302
1270	m	n	i	ɛ	1103	905	73
1271	m	n	t	ɛ	1101	1102	72
1272	m	n	a	ɛ	1100	270	265
1273	n	m	a	ɛ	270	1100	391
1274	n	m	t	ɛ	1102	1101	516
1275	n	m	i	ɛ	905	1103	80
1276	m	p	a	ɛ	264	276	265
1277	m	p	ɛ	ɔ	1108	645	1109
1278	m	p	i	ɛ	902	95	73
1279	p	m	a	ɛ	276	264	277
1280	p	m	ɛ	ɔ	645	1108	646
1281	p	m	i	ɛ	95	902	94
1282	m	z	a	ɛ	264	300	265
1283	m	z	ɛ	ɔ	1109	420	1115
1284	m	z	i	ɛ	1151	674	266
1285	z	m	a	ɛ	300	264	301
1286	z	m	ɛ	ɔ	420	1109	421
1287	z	m	i	ɛ	419	388	302
1288	p	z	a	ɛ	276	300	277
1289	p	z	i	ɛ	94	1291	95
1290	p	z	ɛ	ɔ	645	675	646
1291	z	p	a	ɛ	300	276	301
1292	z	p	i	ɛ	1291	94	302
1293	z	p	ɛ	ɔ	675	645	421
1294	t	z	ɛ	ɔ	1390	420	1391
1295	t	z	a	ɛ	289	300	2169
1296	t	z	i	ɛ	806	831	924
1297	z	t	ɛ	ɔ	420	1390	421
1298	z	t	a	ɛ	300	289	301
1299	z	t	i	ɛ	831	806	302
1300	f	j	a	i	629	630	631
1301	f	j	i	ɛ	24	52	652
1302	f	j	a	ɛ	627	628	239
1303	ʁ	v	i	a	1481	1325	1482
1304	ʁ	v	i	ɛ	1683	1483	208
1305	ʁ	v	a	ɛ	1684	296	324
1306	p	t	s	e	1021	1279	1306
1307	p	t	a	ɛ	1155	1160	392
1308	p	t	i	ɛ	94	924	95
1309	j	z	i	e	7000	7001	9000
1310	z	j	i	e	7001	7000	9001
1311	j	z	a	a	2548	1543	1965
1312	z	j	a	a	1543	2548	9002
1313	j	z	a	i	9003	7005	630
1314	z	j	a	i	7005	9003	1549
1315	ʒ	z	i	i	7007	7008	1679
1316	z	ʒ	i	i	7008	7007	1547
1317	ʒ	z	a	i	7016	7005	1676
1318	z	ʒ	a	i	7005	7016	1549
1319	ʒ	z	a	o	9004	7013	7014
1320	z	ʒ	a	o	7013	9004	7015
1321	ʒ	v	i	i	7062	7063	7007
1322	ʒ	v	a	u	7085	7086	7087
1323	v	ʒ	a	u	7086	7085	7088
1324	ʒ	v	a	i	7016	9005	1676
1325	v	ʒ	a	i	9005	7016	9006
1326	b	f	a	a	9007	7098	319
1327	f	b	a	a	7098	9007	696
1328	b	f	a	i	7112	631	7113
1329	f	b	a	i	631	7112	629
1330	b	f	a	ɔ	9008	7116	9009
1331	f	b	a	ɔ	7116	9008	7118
1332	u	ɔ	v	t	7133	7134	7135
1333	ɔ	u	v	t	7134	7133	7136
1334	u	ɔ	v	k	7137	9010	9011
1335	ɔ	u	v	k	9010	7137	9012
1336	u	ɔ	k	p	1437	9013	116
1337	ɔ	u	k	p	9013	1437	177
1338	ʃ	z	a	e	1556	1535	9014
1339	z	ʃ	a	e	1535	1556	1534
1340	ʃ	z	a	a	335	9002	9015
1341	z	ʃ	a	a	9002	335	1543
1342	ʃ	z	i	a	1098	7158	1099
1343	z	ʃ	i	a	7158	1098	143
1344	ʃ	f	ə	o	7167	7168	9016
1345	f	ʃ	ə	o	7168	7167	7170
1346	ʃ	f	a	a	335	698	9015
1347	f	ʃ	a	a	698	335	7098
1348	ʃ	f	ə	a	7172	7126	7173
1349	f	ʃ	ə	a	7126	7172	9017
1350	p	ɡ	ə	a	7177	7178	7179
1351	ɡ	p	ə	a	7178	7177	7180
1352	p	ɡ	i	a	9018	9019	9020
1353	ɡ	p	i	a	9019	9018	9021
1354	ɡ	p	a	a	1310	1309	320
1355	ɔ	ø	p	t	9022	9023	7147
1356	ø	ɔ	p	t	9023	9022	7192
1357	ɔ	ø	p	s	1637	1564	1442
1358	ø	ɔ	p	s	1564	1637	1562
1359	d	ʒ	a	a	445	699	443
1360	ʒ	d	a	a	699	445	697
1361	d	ʒ	i	i	452	1679	450
1362	ʒ	d	i	i	1679	452	7007
1363	d	ʒ	a	i	9024	1677	458
1364	ʒ	d	a	i	1677	9024	7016
1365	d	b	e	a	1803	311	1801
1366	b	d	e	a	311	1803	331
1367	d	b	i	a	231	230	233
1368	b	d	i	a	230	231	232
1369	d	b	e	i	2768	2563	2522
1370	b	d	e	i	2563	2768	2811
1371	d	z	a	i	1797	1550	9024
1372	z	d	a	i	1550	1797	7005
1373	d	z	i	i	450	1547	452
1374	z	d	i	i	1547	450	7008
1375	d	z	i	a	396	143	231
1376	z	d	i	a	143	396	7158
1377	j	t	a	a	2548	1411	1965
1378	t	j	a	a	1411	2548	1412
1379	j	t	s	e	497	406	495
1380	t	j	s	e	406	497	9025
1381	j	t	a	i	632	2111	9003
1382	t	j	a	i	2111	632	2113
1383	j	n	a	a	2548	2144	1965
1384	n	j	a	a	2144	2548	2143
1385	j	n	a	i	632	2146	9003
1386	n	j	a	i	2146	632	641
1387	l	b	a	a	1985	9007	2982
1388	b	l	a	a	9007	1985	319
1389	l	b	i	a	262	230	263
1390	b	l	i	a	230	262	232
1391	l	b	e	a	1033	311	1032
1392	b	l	e	a	311	1033	331
1393	k	ʁ	a	a	991	1665	9026
1394	ʁ	k	a	a	1665	991	9027
1395	k	ʁ	a	i	901	2053	899
1396	ʁ	k	a	i	2053	901	2054
1397	k	ʁ	i	i	2065	2066	996
1398	ʁ	k	i	i	2066	2065	2067
1399	a	u	d	t	9028	9029	1738
1400	u	a	d	t	9029	9028	9030
1401	a	u	p	s	123	124	125
1402	u	a	p	s	124	123	126
1403	a	u	k	s	119	120	121
1404	u	a	k	s	120	119	122
1405	a	y	s	k	9031	558	9032
1406	y	a	s	k	558	9031	559
1407	a	y	f	s	2935	2921	2537
1408	y	a	f	s	2921	2935	7151
1409	a	y	d	p	201	1518	203
1410	y	a	d	p	1518	201	9033
1411	a	ɔ	p	s	125	1443	123
1412	ɔ	a	p	s	1443	125	1637
1413	a	ɔ	s	k	9032	172	9031
1414	ɔ	a	s	k	172	9032	173
1415	a	o	s	k	44	1231	9031
1416	o	a	s	k	1231	44	524
1417	a	o	s	d	38	9034	40
1418	o	a	s	d	9034	38	91
1419	a	o	d	s	9035	88	34
1420	o	a	d	s	88	9035	9036
1421	ʁ	z	e	ɔ	2072	2459	2070
1422	z	ʁ	e	ɔ	2459	2072	303
1423	ʁ	z	i	a	1482	7020	1481
1424	z	ʁ	i	a	7020	1482	7158
1425	ʁ	z	a	i	2053	1549	2054
1426	z	ʁ	a	i	1549	2053	7005
1427	ɔ̃	y	t	p	9037	1904	1932
1428	y	ɔ̃	t	p	1904	9037	1903
