index	#file	onset	offset	#phone	prev-phone	next-phone	speaker
127	1568	0.41750	0.59045	v	i	ɛ	F02_N
1030	15113	0.5225	0.6525	l	i	a	M01_O
1039	14459	0.4925	0.6725	y	p	d	F06_N
1040	6704	0.5775	0.7875	l	p	d	F01_N
1041	6236	0.6425	0.8925	y	p	d	F01_O
1042	18428	0.3425	0.6425	l	s	i	F06_N
1043	16750	0.3425	0.6025	y	s	i	F06_N
1044	15017	0.3225	0.5625	l	s	i	M08_N
831	13375	0.3325	0.5725	z	i	ɛ	M08_N
1045	10831	0.5125	0.7725	l	ɛ	ɔ	F01_O
610	16626	0.4925	0.7125	ɛ	i	d	F01_O
1081	8248	0.7225	0.9225	l	i	d	F02_N
612	20581	0.6525	0.8425	ɛ	i	d	M10_N
1086	8458	0.5325	0.9025	l	a	ɛ	F06_N
1087	4318	0.5725	0.8125	l	e	a	M08_N
1033	17541	0.4525	0.6525	l	e	a	M10_N
1088	1116	0.7525	0.9325	l	i	a	F02_O
1089	10924	0.38500	0.63779	ɡ	i	a	F02_O
871	5594	0.2425	0.6325	ɡ	i	a	M01_O
893	9838	0.41250	0.67330	l	i	k	M10_N
995	7256	0.48250	0.74092	ɲ	i	k	M10_N
2096	14240	0.50423	0.69527	l	i	k	M01_O
1091	10991	0.5975	0.9475	ɲ	i	k	F01_N
1092	19319	0.7125	0.9425	l	i	d	M08_N
1093	14305	0.6125	0.8125	l	a	d	F06_N
1094	8522	0.645	0.845	l	a	d	F02_N
1095	14448	0.695	0.905	ʁ	t	e	F02_N
2367	7401	0.39500	0.56847	ʁ	i	ɛ	F02_O
1098	20057	0.2025	0.5925	ʃ	i	a	M01_O
1099	5321	0.685	0.895	ʃ	i	a	F02_O
1100	14469	0.6725	0.9425	m	a	ɛ	F01_O
1102	14989	0.465	0.685	n	t	ɛ	F03_O
1103	364	0.425	0.755	m	i	ɛ	F02_O
510	90	0.3025	0.5625	m	t	a	F01_O
1107	17162	0.495	0.745	o	t	a	F01_N
1108	7796	0.77812	0.93250	m	ɛ	ɔ	M07_N
1109	9893	0.39250	0.66146	m	ɛ	ɔ	F01_O
1110	1096	0.605	0.915	s	t	e	F02_O
400	5657	0.51268	0.72750	s	t	e	F06_O
404	2196	0.7425	0.9425	s	i	ɛ	M04_O
1111	8522	0.505	0.745	m	i	a	F02_N
508	2723	0.44250	0.68006	m	t	ɛ	F01_N
1112	6167	0.41000	0.70711	y	t	ɛ	F01_N
1115	7387	0.4825	0.6625	m	ɛ	ɔ	M08_N
1136	10918	0.5625	0.8125	m	a	ɛ	F06_N
1137	18663	0.5025	0.7025	m	e	a	M08_N
1138	15592	0.4225	0.6225	m	e	a	M10_N
1139	3081	0.6125	0.8825	m	i	a	M01_O
1147	8450	0.6325	0.8825	m	a	s	M07_O
1148	14661	0.43153	0.63103	ʁ	a	s	M07_O
1149	17061	0.53	0.76	m	i	ɛ	F03_O
1150	7756	0.545	0.805	m	a	ɛ	M01_O
1151	9315	0.51775	0.93000	m	i	ɛ	M07_N
1152	12424	0.5075	0.7475	m	i	a	F03_O
1153	19689	0.43153	0.71218	ʒ	i	a	F03_O
1154	15317	0.7225	0.9325	ʒ	i	a	F01_O
1155	19796	0.37235	0.54142	p	a	ɛ	F01_O
1158	10443	0.5625	0.7825	s	a	ɛ	F01_O
1159	12288	0.335	0.605	s	t	ɛ	F03_O
105	6304	0.4025	0.7025	s	t	ɛ	M10_N
917	11833	0.58876	0.80500	s	i	ɛ	F02_O
1161	19851	0.48732	0.66250	v	a	ɛ	F01_O
1162	6925	0.7325	0.9325	n	i	a	M10_N
1163	11137	0.77	0.91	n	i	a	F02_N
1164	19910	0.6425	0.9325	n	i	a	M08_N
143	3954	0.3975	0.6975	z	i	a	M08_N
144	11259	0.2925	0.6625	z	i	a	M10_N
1185	5161	0.7025	0.8825	n	e	a	M04_O
1187	115	0.3125	0.7025	n	e	a	M01_O
1188	18084	0.6325	0.8425	n	i	a	M01_O
2380	3129	0.67	0.84	n	ɛ	d	F10_O
1146	190	0.50930	0.73250	ɲ	ɛ	d	F10_O
1183	8924	0.6625	0.9025	n	ɛ	d	M10_N
1144	4027	0.58369	0.86250	ɲ	ɛ	d	M01_O
1190	5895	0.5325	0.7625	n	i	i	M10_N
1169	409	0.5125	0.8125	n	i	d	M08_N
1171	16164	0.5475	0.7675	n	i	d	F02_N
1192	10112	0.3075	0.6375	ʁ	t	e	M07_N
1179	18478	0.445	0.735	n	i	k	F02_O
1193	1564	0.72909	0.89309	ʁ	i	k	F02_O
1178	12963	0.58031	0.77812	n	i	k	F06_N
1194	7909	0.505	0.765	n	i	ɛ	F03_O
1195	25	0.2825	0.5525	n	a	e	M08_N
1196	16368	0.4925	0.7425	ʃ	a	e	M08_N
1197	16218	0.3225	0.7825	n	a	e	M01_O
1198	18063	0.31250	0.56340	n	i	ɛ	F10_O
1199	13825	0.4275	0.6675	ʒ	i	ɛ	F10_O
1209	7601	0.6925	0.8625	s	t	a	F01_O
1210	1641	0.24	0.6	s	t	a	M04_O
1219	15542	0.45250	0.69358	u	k	p	F05_N
1220	2272	0.5575	0.8275	o	s	s	M08_N
1223	11368	0.2925	0.5625	u	s	s	F02_N
1737	16589	0.57693	0.69866	o	d	t	F01_O
1226	14858	0.5325	0.7525	o	d	t	M10_N
1227	732	0.41250	0.58369	u	d	t	M10_N
1228	55	0.44250	0.63948	y	d	s	M07_O
1229	17435	0.66250	0.92690	y	k	p	F05_N
559	7179	0.3925	0.7725	y	s	k	M10_N
1231	9067	0.3575	0.6075	o	s	k	F02_N
558	5840	0.4425	0.6725	y	s	k	F06_N
1233	12269	0.2975	0.6175	ø	d	t	F03_O
1234	4385	0.36	0.59	ø	d	t	M07_N
1235	11226	0.485	0.795	o	p	d	F02_N
1048	11522	0.5625	0.8225	ø	p	d	F02_N
1236	392	0.7175	0.9475	o	p	d	M07_N
1237	13267	0.7025	0.9125	ø	p	d	M01_O
1238	7486	0.485	0.725	ø	d	f	F06_O
1239	5755	0.3725	0.6625	ø	d	f	M10_O
1249	997	0.2525	0.6025	ɑ̃	s	k	M08_N
1250	13621	0.3875	0.6775	ɑ̃	s	k	F02_N
1251	5525	0.5725	0.8125	ɑ̃	k	p	M04_O
1252	279	0.4625	0.7625	ɑ̃	k	p	M08_N
1253	18440	0.3375	0.5975	o	t	p	F02_O
1254	9086	0.385	0.605	ɔ	t	p	F02_O
1255	5373	0.5725	0.8225	o	t	p	M01_O
1256	16773	0.6575	0.8575	ɔ	t	p	F02_N
1257	20722	0.3225	0.5525	ɔ	k	p	F05_N
1258	2945	0.645	0.885	o	k	s	F03_O
1259	9377	0.6025	0.9125	o	k	s	M10_O
1262	4755	0.41250	0.68682	ə	d	s	M07_O
1263	2717	0.50500	0.71725	ə	k	p	M04_O
1265	12742	0.5325	0.8325	o	k	s	M07_O
1266	17483	0.1425	0.7025	ɛ	k	s	M07_O
1267	11316	0.6525	0.8925	ɛ	k	s	M10_N
1268	19063	0.32	0.55	o	t	a	M04_O
1274	18733	0.4025	0.5925	ʁ	t	a	F01_O
1021	15815	0.48	0.68	p	s	e	M04_O
1279	16277	0.3275	0.6675	t	s	e	M04_O
1280	16814	0.3725	0.5925	t	i	ɛ	F01_O
1281	9834	0.5525	0.7625	p	i	a	M01_O
1282	16160	0.5325	0.8125	w	t	a	F06_N
1283	2390	0.0825	0.5825	p	v	a	M07_O
1284	6826	0.5725	0.8125	w	v	a	M07_O
1285	13117	0.3825	0.6225	p	v	a	F05_N
1286	8521	0.6325	0.8825	p	s	i	M02_O
737	12314	0.7125	0.9425	p	s	i	M01_O
1288	8991	0.5325	0.8325	p	s	ɛ	F02_N
739	9240	0.5925	0.8525	p	s	ɛ	M10_N
1289	4254	0.4625	0.8025	p	s	a	F01_O
1290	10438	0.5475	0.7575	p	s	a	F02_N
1291	6617	0.425	0.655	z	i	ɛ	F02_O
1306	8317	0.735	0.895	p	s	e	M07_N
1307	1119	0.39	0.86	p	t	a	M07_N
1308	2392	0.6625	0.8825	p	a	ɛ	F06_N
1309	20344	0.33854	0.51268	p	a	a	M04_O
1311	938	0.6625	0.8725	p	a	a	M10_N
1312	3609	0.4725	0.6625	p	ɛ	ɛ	F05_N
1313	12344	0.2975	0.5975	p	ɛ	ɛ	F01_N
1314	13406	0.515	0.745	p	s	e	M02_O
1203	5928	0.6325	0.8025	p	ɛ	s	F06_N
1315	18340	0.4325	0.6325	ʁ	ɛ	s	F06_N
1202	9869	0.4625	0.7025	p	ɛ	s	M10_N
1316	6157	0.4725	0.7425	ʁ	ɛ	s	M10_N
1317	11489	0.415	0.625	ʒ	i	ɛ	F02_O
1323	12708	0.55	0.75	s	a	ɛ	M04_O
1324	4793	0.6075	0.8275	s	i	a	M07_N
1325	12751	0.27000	0.53973	v	i	a	M07_N
1326	3688	0.3925	0.6025	s	k	p	F06_N
1327	13196	0.45250	0.70035	y	k	p	F06_N
104	8205	0.5625	0.8125	s	t	ɛ	F06_N
1328	5386	0.6275	0.8875	s	k	i	F10_O
1330	9000	0.4525	0.7525	s	k	i	M10_N
1331	5047	0.4425	0.6525	y	k	i	M10_N
1332	12249	0.43000	0.63441	s	a	ɛ	F06_O
1333	9238	0.69	0.87	z	i	a	M07_N
1337	8615	0.635	0.925	ɔ	k	p	F01_N
1058	18811	0.57250	0.84744	ɔ	i	t	M08_N
1339	16004	0.235	0.605	s	i	t	F02_N
1060	18555	0.25250	0.70204	ɔ	i	t	M10_O
1344	10765	0.5525	0.8125	ɔ̃	k	p	F01_O
1345	14891	0.3375	0.5775	ə	k	p	F02_N
1356	11679	0.6725	0.8925	s	i	k	F01_O
2366	3882	0.35714	0.59250	ɛ̃	i	k	F01_O
919	3612	0.55250	0.76797	s	i	k	M10_N
1083	10953	0.42984	0.67250	ɛ̃	i	k	F06_N
1358	10561	0.3775	0.6075	s	a	a	F02_N
1359	15313	0.3925	0.6625	s	a	a	M10_N
1360	12197	0.645	0.895	ɡ	a	a	M01_O
1361	14456	0.4925	0.7525	s	ɛ	ɛ	F05_N
1362	17397	0.56250	0.87618	s	ɛ	ɛ	M10_N
1363	18606	0.6325	0.8725	s	a	i	F10_O
1364	16452	0.3025	0.7525	s	a	i	M10_N
918	17481	0.5525	0.7425	s	i	k	M07_N
1357	6850	0.5275	0.6875	s	i	d	M04_O
1365	1390	0.6075	0.8475	ɲ	i	d	M04_O
923	623	0.3525	0.5725	s	i	d	M01_O
1367	14375	0.4725	0.6825	s	a	t	F05_N
2382	3254	0.1625	0.5525	ʃ	a	t	F05_N
1369	4375	0.5675	0.8375	s	i	ɛ	F01_N
1097	15573	0.51500	0.77812	ʃ	i	ɛ	F01_N
1371	3664	0.3225	0.5725	s	i	ɛ	F10_O
1376	17068	0.54	0.74	u	ʒ	e	M04_O
1377	3312	0.51	0.75	t	ʒ	e	F02_N
1378	6444	0.205	0.605	u	ʒ	e	F02_O
1379	117	0.645	0.895	u	s	d	F10_O
1380	13547	0.60750	0.88294	u	s	d	F02_N
1381	9514	0.385	0.575	t	i	a	F02_N
1387	8060	0.5825	0.9225	t	k	i	M10_N
1388	3469	0.5425	0.7925	t	s	ɛ	F02_N
1389	10335	0.665	0.945	t	s	ɛ	M01_O
1390	16508	0.7025	0.8525	t	ɛ	ɔ	F01_O
1391	17254	0.5775	0.8475	t	ɛ	ɔ	F02_N
540	6000	0.35250	0.66822	t	s	k	M07_O
1405	15116	0.4625	0.7225	ɛ	s	k	M07_O
1406	16862	0.5525	0.7325	t	s	e	F01_N
1410	10892	0.58250	0.77474	t	a	ɛ	F06_N
1411	18501	0.5425	0.7425	t	a	a	F06_N
1413	4428	0.5325	0.7725	t	ɛ	ɛ	F05_N
1414	13291	0.4325	0.5725	t	ɛ	ɛ	M10_N
1417	4442	0.2425	0.5625	t	i	i	F05_N
451	7248	0.6125	0.8425	ɲ	i	i	F05_N
1418	11219	0.76290	0.91000	t	i	i	F02_N
1320	3416	0.4275	0.7475	t	i	d	F01_N
1318	2156	0.5725	0.7425	t	s	e	F01_O
1025	13059	0.525	0.765	t	i	k	F10_O
1419	6974	0.43750	0.59383	ʁ	i	k	F10_O
1026	1919	0.6125	0.8225	t	i	k	M01_O
1420	19657	0.48	0.78	t	i	ɛ	F01_N
1421	16391	0.39771	0.59383	t	i	a	F02_O
1160	13938	0.5525	0.8425	t	a	ɛ	F01_O
1427	6335	0.2025	0.6025	u	d	s	F06_N
1428	4685	0.64250	0.82546	y	d	s	F06_N
1433	7807	0.4325	0.5825	u	d	t	M07_N
1439	16918	0.4725	0.8825	ɑ̃	d	s	M10_O
1441	19495	0.415	0.635	u	p	s	M04_O
1442	13716	0.37	0.6	ɔ	p	s	M04_O
1443	16920	0.39940	0.59552	ɔ	p	s	F02_N
1444	10000	0.4225	0.6325	ɔ̃	k	p	M07_N
1322	19115	0.5625	0.8525	u	k	s	M08_N
1445	18214	0.4025	0.7525	ɔ̃	k	s	M08_N
1400	10574	0.5875	0.7975	ɔ̃	k	s	F02_N
1446	2335	0.5325	0.8625	ɔ̃	s	s	M08_N
1447	4883	0.3225	0.6825	ɔ̃	s	s	M10_N
1448	16300	0.4625	0.6725	ə	d	s	M10_O
1347	14131	0.6675	0.9175	ə	k	s	F02_N
1450	19641	0.3325	0.6425	ɛ	d	s	F06_N
1351	8268	0.4225	0.6425	ɛ	k	s	M08_N
1452	16886	0.4725	0.7325	u	t	p	M10_O
1453	18564	0.3825	0.7625	ɛ̃	t	p	M10_O
1454	10982	0.7075	0.9475	u	t	p	F01_N
1455	287	0.7125	0.9025	ɛ̃	t	p	F06_N
1456	7529	0.4925	0.8025	u	p	s	M10_O
1457	1715	0.2725	0.6725	ɛ̃	p	s	M10_O
1458	18014	0.34	0.68	ɛ̃	p	s	M01_O
1460	5567	0.5425	0.7425	ɛ̃	s	d	F06_N
1463	8417	0.575	0.805	v	e	ɔ	M04_O
1464	114	0.74	0.89	z	e	ɔ	M04_O
1465	9660	0.7125	0.9325	v	e	ɔ	M01_O
1478	8086	0.45250	0.64286	v	a	ɛ	F06_N
1469	909	0.4525	0.7425	v	e	a	M10_N
1480	7047	0.4425	0.7425	v	i	a	M01_O
1481	18976	0.5825	0.8225	ʁ	i	a	M07_N
1482	14531	0.5625	0.7825	ʁ	i	a	F01_O
1483	8270	0.42815	0.67668	v	i	ɛ	F01_N
1484	17513	0.5825	0.8725	v	a	ɛ	M01_O
2388	2038	0.39095	0.56509	v	i	ɛ	F10_O
1486	16676	0.7425	0.9225	w	d	a	F06_N
1487	452	0.3525	0.5625	y	d	a	F06_N
1488	14769	0.23	0.61	y	d	a	M02_O
1489	12269	0.4775	0.8275	w	t	a	F03_O
1503	17134	0.7225	0.8925	w	s	a	M02_O
1504	10101	0.6225	0.8925	ɛ	s	a	M02_O
1505	5909	0.505	0.685	ɛ	s	a	F06_O
1031	471	0.4625	0.6725	w	k	a	M08_N
1461	13081	0.3325	0.5625	ʁ	k	a	M08_N
1506	19234	0.6125	0.8125	ʁ	d	a	M08_N
1507	13093	0.5975	0.7175	ʁ	d	a	F02_N
1508	10391	0.55000	0.73078	ʁ	t	a	M08_N
1510	553	0.6625	0.8425	y	s	k	M07_N
1511	999	0.64	0.83	y	d	p	F01_N
1512	1697	0.45	0.83	ø	d	p	F01_N
1513	17547	0.6625	0.9325	y	d	p	M10_N
1514	5955	0.455	0.635	ø	d	p	F06_O
1515	14780	0.52250	0.70204	y	k	p	F10_O
1516	1165	0.4175	0.5575	y	d	k	F03_O
1517	340	0.7225	0.9025	y	d	k	M10_N
1518	2760	0.6025	0.8125	y	d	p	F01_O
1519	5039	0.3725	0.6225	y	d	s	M04_O
1430	4619	0.4675	0.6975	y	t	e	F01_N
1520	2893	0.5625	0.7425	y	d	s	M02_O
1521	15622	0.3625	0.5625	y	s	k	M02_O
1522	12029	0.55500	0.78657	ɔ̃	s	k	M02_O
1523	6976	0.365	0.555	ə	s	k	F02_N
1525	11807	0.3475	0.5575	ə	k	p	F02_O
1524	17399	0.45500	0.69189	y	k	p	F02_O
1526	13199	0.44250	0.60229	ɛ	s	k	M07_N
1530	10115	0.49070	0.63103	y	d	s	F01_O
1531	4317	0.3725	0.7125	ʁ	t	e	M07_O
1532	10579	0.4225	0.6725	ʁ	t	ɛ	F06_N
1533	216	0.43250	0.72740	ʁ	t	ɛ	M10_N
1542	19122	0.395	0.675	ɡ	a	ɛ	F02_O
1543	11874	0.33347	0.63441	z	a	a	F06_N
1544	20291	0.49250	0.74938	z	a	a	M01_O
1545	16803	0.2675	0.6475	z	ɛ	ɛ	F05_N
1546	7062	0.4225	0.7625	z	ɛ	ɛ	F06_N
1552	9884	0.6525	0.8425	ʁ	ɛ	ɔ	F01_O
1553	2832	0.68	0.86	ʁ	ɛ	ɔ	F02_N
1535	18865	0.3825	0.6425	z	a	e	F03_O
1556	16631	0.4875	0.8775	ʃ	a	e	F03_O
1534	13232	0.4525	0.6825	z	a	e	F01_N
1557	5760	0.6775	0.9175	ʒ	a	ɛ	F06_O
1554	1820	0.7375	0.9475	z	ɛ	a	M02_O
1558	14458	0.6	0.84	ʒ	ɛ	a	M02_O
1555	6538	0.485	0.735	z	ɛ	a	F02_O
1559	14353	0.35	0.61	ɑ̃	s	k	M07_N
1560	10624	0.2925	0.5625	ɑ̃	s	d	F06_N
1561	8333	0.595	0.945	ø	s	k	M02_O
1562	18078	0.325	0.655	ø	p	s	F06_O
1563	5077	0.285	0.585	ɔ	p	s	F06_O
1564	6168	0.6125	0.9125	ø	p	s	M01_O
1565	8093	0.56	0.77	ɔ̃	s	k	M04_O
1566	5988	0.44843	0.62934	ø	s	d	M07_N
1567	521	0.3825	0.7725	ɔ̃	s	d	M07_N
1568	1900	0.36	0.57	ɔ̃	d	p	F01_N
1569	17488	0.59250	0.81024	ɔ̃	d	p	F06_N
1570	20188	0.6125	0.7525	ə	d	s	M07_N
1571	13973	0.30250	0.53128	ə	d	p	F01_N
1572	5433	0.40250	0.55833	ə	d	p	M10_N
1575	5840	0.6725	0.9025	ɛ	s	d	F06_N
1576	17075	0.5225	0.8325	ɛ̃	s	k	F01_O
1577	9848	0.325	0.675	ɛ̃	s	d	F01_N
1582	11908	0.5275	0.7575	ɑ̃	k	p	F03_O
1438	15831	0.5625	0.8825	œ̃	k	p	M10_O
1586	7149	0.70250	0.92352	ɔ	k	p	M10_O
1435	15110	0.4725	0.7025	œ̃	k	d	F01_O
1589	14051	0.6125	0.8725	ɔ̃	k	d	F01_O
1436	15491	0.6325	0.8625	œ̃	k	d	F06_N
1590	17524	0.3225	0.5625	ɔ̃	k	d	M10_N
1592	18543	0.3825	0.6825	ɔ̃	d	k	M10_N
1593	5230	0.6325	0.8025	ə	k	p	F01_O
1594	14829	0.5875	0.7675	ə	k	s	M07_N
1595	19275	0.28250	0.55664	ə	d	p	F01_O
1596	18206	0.455	0.665	ɛ	k	s	F02_O
1597	17689	0.4625	0.7825	œ̃	d	p	M08_N
608	2892	0.6875	0.8875	ɛ	d	k	M08_N
2286	17522	0.6275	0.8175	ɛ	d	k	M04_O
1609	7358	0.59250	0.82377	ɑ̃	k	p	M07_O
1610	18312	0.3825	0.5625	ɑ̃	d	k	F01_O
1611	3651	0.3725	0.5725	ɔ	d	k	F01_O
1612	16334	0.7025	0.9425	ɔ	d	k	F06_N
1614	1749	0.495	0.805	ɑ̃	s	d	F02_O
1617	20634	0.645	0.845	ə	d	s	F02_N
1619	8305	0.27	0.56	ɛ	d	s	F02_N
1627	1484	0.4325	0.6525	ɔ̃	k	p	F06_N
1628	10851	0.5325	0.8025	ɔ̃	k	s	F01_O
1629	17051	0.5825	0.8825	ə	d	s	M02_O
1630	8758	0.30500	0.54480	ə	s	k	F10_O
1631	14312	0.4625	0.7025	ə	k	p	F06_N
1632	3618	0.5175	0.7075	ɛ	d	s	M02_O
1634	9727	0.3925	0.6225	ɛ	k	s	F01_O
1635	13740	0.4125	0.6325	ɛ̃	t	p	F02_O
1636	17103	0.4425	0.6625	ɛ̃	s	k	F10_O
1637	4944	0.5325	0.7725	ɔ	p	s	M01_O
1638	8267	0.7925	0.9425	ɔ	t	p	M07_N
1639	68	0.4575	0.6675	ʁ	t	p	M07_N
1640	12004	0.5025	0.7925	ʁ	t	p	M10_N
174	8446	0.33	0.81	ɔ	p	ɛ	M07_N
1641	11000	0.4125	0.6825	ʁ	p	ɛ	M07_N
175	1081	0.6525	0.9425	ɔ	p	ɛ	M10_N
1579	13291	0.7125	0.8525	ʁ	p	ɛ	M10_N
1642	15257	0.4175	0.7075	ɔ̃	k	p	M08_N
1643	4688	0.5625	0.8925	ɛ	s	d	F02_O
1647	16016	0.3325	0.5825	ɔ̃	d	k	F01_O
1655	12427	0.3725	0.5925	ə	d	s	F01_O
1660	16280	0.74	0.9	ʁ	t	a	M04_O
1663	8172	0.6325	0.8825	ʁ	a	ɛ	F06_N
1664	12708	0.41	0.61	ʁ	a	a	M04_O
1666	979	0.5175	0.8275	ʁ	ɛ	ɛ	F05_N
1667	760	0.5425	0.7225	ʁ	ɛ	ɛ	M10_N
1668	15038	0.2825	0.5625	ʒ	e	a	M08_N
1669	16531	0.3125	0.5625	ʒ	e	a	F01_O
1670	15910	0.3925	0.6225	ɡ	a	a	F03_O
1671	4002	0.48563	0.64286	ʒ	a	a	F03_O
1672	20668	0.4425	0.6725	ʁ	i	k	M01_O
1673	7776	0.6525	0.8225	ʁ	i	d	M08_N
1662	10711	0.4625	0.6125	ʁ	i	d	M10_N
1674	16713	0.5125	0.7925	ʁ	a	d	F06_N
1675	13698	0.3425	0.5625	ʁ	a	d	F02_N
1676	17534	0.6075	0.7375	ʒ	a	i	F02_N
1551	12739	0.7375	0.9075	ɲ	a	i	F06_O
1677	10148	0.4325	0.6125	ʒ	a	i	M10_N
1678	20580	0.2625	0.5725	ʒ	i	i	M10_N
1680	14411	0.56250	0.86942	ʒ	a	d	F06_N
1681	737	0.4325	0.7325	ʒ	a	d	M10_N
1682	13704	0.52250	0.72402	ʁ	a	t	M08_N
1272	11969	0.72250	0.91845	ʁ	a	t	M10_N
1684	6846	0.6225	0.8025	ʁ	a	ɛ	F02_N
1005	18451	0.4225	0.6825	ʃ	a	ɛ	M01_O
1606	8931	0.4925	0.8825	ʒ	a	e	M08_N
1607	14072	0.4925	0.7025	ʒ	a	e	M01_O
1693	1265	0.74500	0.90154	a	b	d	F06_O
1694	20603	0.36	0.57	l	b	d	F06_O
1695	13086	0.47750	0.64286	a	b	d	M04_O
1696	9514	0.575	0.785	l	b	d	F02_N
1705	12978	0.7725	0.9025	a	i	d	F05_N
1706	12472	0.39250	0.54311	l	i	d	F05_N
1714	10158	0.58538	0.80250	l	i	k	F06_O
1739	20320	0.41500	0.61919	o	b	d	M04_O
1740	11077	0.4075	0.6575	o	b	d	M07_N
1743	7890	0.5625	0.7925	a	t	p	F05_N
1744	33	0.555	0.895	o	t	p	F05_N
1745	20588	0.4025	0.6525	a	t	p	M10_N
1690	10223	0.65250	0.84067	a	i	t	F02_N
1691	11499	0.5675	0.8575	a	i	t	M08_N
1749	1023	0.24	0.66	s	i	t	M01_O
1751	14299	0.6375	0.8675	a	t	p	F02_N
1758	17952	0.48	0.68	s	i	k	F06_O
1701	3875	0.5125	0.7225	a	i	p	F01_O
2396	16220	0.71750	0.88463	a	i	p	F02_N
1766	16750	0.54250	0.71725	t	i	p	F06_N
1771	7832	0.3225	0.5625	a	s	k	M07_O
1790	10370	0.5125	0.9125	s	a	a	M01_O
1791	355	0.48	0.63	d	a	a	F06_O
425	4644	0.585	0.815	d	ɛ	a	M02_O
1795	5496	0.4475	0.6575	s	ɛ	a	M02_O
237	3192	0.4525	0.6925	d	ɛ	a	M08_N
1808	16059	0.5025	0.6725	d	e	ɔ	M04_O
1809	12499	0.5075	0.7775	s	e	ɔ	M04_O
428	4653	0.5625	0.7425	d	e	ɔ	M10_N
1810	4581	0.63	0.89	s	e	ɔ	F01_N
1824	19052	0.3325	0.8425	i	b	d	F06_N
1825	10736	0.6825	0.9325	e	b	d	M07_O
1826	3668	0.395	0.565	i	b	d	F10_O
1833	17146	0.55250	0.72740	i	k	s	F01_O
1860	19361	0.3325	0.6225	e	s	d	M07_O
1861	12580	0.35250	0.58876	k	s	d	M07_O
1865	7079	0.69250	0.90830	l	b	d	F06_N
2401	8845	0.3925	0.7125	e	s	ɛ	M01_O
509	7866	0.4625	0.6625	e	t	a	F01_O
2404	14383	0.53250	0.73585	e	t	p	M10_N
1879	3760	0.4975	0.6775	e	t	p	F02_N
1835	12908	0.3375	0.5575	e	t	p	M04_O
1887	11060	0.715	0.895	u	t	p	M04_O
1888	15813	0.4325	0.6625	e	s	f	F05_N
1889	15438	0.6425	0.9425	u	s	f	F05_N
1848	13106	0.4425	0.6925	e	s	f	M10_N
1890	11821	0.52452	0.76797	u	s	f	F06_O
1894	13523	0.42307	0.55664	e	d	p	F02_N
1895	2565	0.45500	0.62088	y	d	p	F02_N
1897	7605	0.385	0.605	e	t	a	F03_O
1902	18259	0.52500	0.82715	e	t	p	F05_N
1903	16801	0.455	0.675	y	t	p	F05_N
1904	4470	0.4975	0.7475	y	t	p	F06_O
1924	16196	0.4325	0.6925	e	d	p	F06_N
1931	18002	0.3625	0.6025	e	t	p	F03_O
1932	19357	0.575	0.835	ɔ̃	t	p	F03_O
1933	12661	0.65250	0.90154	ɔ̃	t	p	F06_O
2386	14895	0.3325	0.6325	ɛ	t	a	M01_O
1949	3469	0.6225	0.8825	ɛ	t	p	F02_N
1950	19410	0.73250	0.91168	ɛ	t	p	M01_O
1965	7203	0.6	0.83	j	a	a	F02_N
1966	14072	0.3125	0.5625	j	a	a	M01_O
1970	20076	0.4425	0.7225	s	a	i	F02_N
1971	12836	0.29	0.58	j	a	i	M01_O
1985	15169	0.555	0.775	l	a	a	F10_O
1986	7013	0.4525	0.6225	l	a	a	M10_N
2013	1163	0.3525	0.6225	k	e	ɔ	M08_N
2014	17008	0.5025	0.7925	l	e	ɔ	M08_N
954	17216	0.39250	0.53466	k	e	ɔ	F02_N
2015	20528	0.3125	0.6125	l	e	ɔ	M10_N
2030	19437	0.6375	0.8175	s	a	a	F10_O
1988	11734	0.4325	0.7225	k	ɛ	a	M01_O
2031	20610	0.50000	0.73585	s	ɛ	a	M01_O
2037	11367	0.71500	0.86603	k	e	ɔ	M04_O
1462	16771	0.64	0.83	ʁ	t	a	F02_N
2086	10887	0.5325	0.6725	l	a	a	F02_N
2087	6488	0.30000	0.47210	l	k	e	M02_O
1793	4819	0.7625	0.8825	s	k	e	M02_O
1076	20313	0.57	0.77	l	k	e	F02_N
1349	2343	0.5025	0.7225	s	k	e	M08_N
2091	2428	0.48750	0.62088	l	k	i	M04_O
2092	7102	0.445	0.615	s	k	i	M04_O
2093	15209	0.7125	0.9225	l	k	i	F06_N
2105	1289	0.4125	0.5625	m	a	a	M07_N
2106	9310	0.46027	0.59721	t	a	a	M07_N
2107	19342	0.4375	0.6075	m	a	a	F02_N
1125	15283	0.3425	0.6025	m	s	ɛ	F01_O
2108	17627	0.5425	0.7725	t	s	ɛ	F01_O
1123	4285	0.43250	0.81193	m	s	ɛ	F06_N
2115	1824	0.5325	0.7725	m	a	s	M04_O
2143	5154	0.52452	0.76250	n	a	a	F01_O
1395	19896	0.4675	0.6275	t	e	ɔ	F02_N
2156	16309	0.5625	0.7125	n	e	ɔ	F01_O
2166	17082	0.585	0.755	p	a	a	F02_N
2167	14144	0.7125	0.9225	s	a	a	F01_O
2176	14532	0.7525	0.9225	t	e	ɔ	M04_O
2085	7786	0.45500	0.62427	s	a	k	F02_N
2083	5665	0.4125	0.7325	s	a	k	M01_O
2205	14888	0.49250	0.76797	ɑ̃	t	p	M01_O
2209	16446	0.6025	0.8825	s	k	k	M08_N
