index	TGT	OTH	prev_phone	next_phone	TGT_item	OTH_item	X_item
625	p	f	z	ɑ	2273	2221	2554
626	f	v	z	ɪ	4209	2086	2002
627	f	v	ɪ	h	2316	2371	3157
628	v	f	ɪ	h	2371	2316	2370
629	l	h	z	ɛ	2144	841	1596
630	l	h	s	ɪ	716	687	2749
631	h	n	s	æ	3975	2615	4266
632	n	h	s	æ	2615	3975	2613
633	n	h	z	ɛ	1373	841	2045
634	l	w	s	ɑ	4379	4380	4381
635	l	w	s	ɪ	716	788	2749
636	w	l	s	ɑ	4380	4379	4105
637	w	l	s	ɪ	788	716	789
638	ŋ	t	ɪ	h	2359	4314	2360
639	ŋ	t	ɑ	ɡ	4411	4412	4413
640	t	ŋ	ɪ	s	3945	872	904
641	t	ŋ	ɪ	h	4314	2359	4068
642	ŋ	v	ɪ	t	3121	4450	2444
643	ŋ	v	ɪ	z	3549	3550	3451
644	ŋ	v	ɪ	h	2360	2371	2359
645	v	ŋ	ɪ	t	4450	3121	2905
646	v	ŋ	ɪ	h	2371	2360	2370
647	p	t	ɑ	s	4436	4368	4434
648	t	p	ɪ	s	904	879	905
649	p	v	ɪ	s	996	1017	1673
650	p	v	æ	s	4035	4036	2046
651	p	v	ʌ	t	4423	2902	4422
652	v	p	ɪ	s	1017	996	1018
653	b	m	z	ɛ	2997	2998	633
654	b	m	d	ɪ	774	2804	2010
655	b	m	v	ɪ	4469	4221	2064
656	m	b	z	ɛ	2998	2997	1637
657	m	b	d	ɪ	2804	774	1150
658	m	b	v	ɪ	4221	4469	2039
659	ɡ	n	ɪ	f	2134	4325	2136
660	ɡ	n	ɛ	z	4327	4328	3306
661	k	t	ɪ	s	1548	2731	855
662	k	t	ʊ	ð	4554	4555	4556
663	t	k	ʊ	ð	4555	4554	4557
664	l	s	ɪ	t	3407	3592	2771
665	l	s	t	ɛ	4561	4562	501
666	s	l	ɪ	t	3592	3407	2853
667	s	l	t	ɛ	4562	4561	2567
668	s	l	k	ɛ	3460	3459	3462
669	m	s	ɪ	ɪ	3052	2180	2146
670	m	s	ʌ	t	3490	4245	2801
671	s	m	ɪ	ɪ	2180	3052	4504
672	s	m	ʌ	b	3590	4564	3591
673	m	ʃ	ɪ	t	3491	2466	3827
674	m	ʃ	d	ɪ	1151	1192	1150
675	ʃ	m	ɪ	t	2466	3491	2723
676	ʃ	m	ʌ	b	3522	4564	3524
677	ʃ	m	d	ɪ	1192	1151	1191
678	n	s	ɪ	t	3804	3592	2833
679	n	s	ʌ	b	3521	3590	3523
680	n	s	ɪ	ɪ	2503	2180	2157
681	s	n	ɪ	t	3592	3804	2853
682	s	n	ʌ	b	3590	3521	3591
683	s	n	ɪ	ɪ	2180	2503	4504
684	ŋ	s	ɪ	t	3121	4059	2444
685	ŋ	s	ɪ	ɛ	3260	4577	2440
686	ŋ	s	æ	k	2269	2855	2267
687	s	ŋ	ɪ	t	4059	3121	2853
688	s	ŋ	ɪ	ɛ	4577	3260	2060
689	s	ŋ	æ	k	2855	2269	2857
690	s	w	k	ɪ	2766	2785	2768
691	w	s	k	ɪ	2785	2766	2582
692	w	s	t	ɛ	1219	2567	1316
693	ɑ	ɪ	k	t	4599	4600	18
694	ɑ	ɪ	s	f	97	3349	99
695	ɪ	ɑ	k	t	4600	4599	1917
696	ɪ	ɑ	s	f	3349	97	3785
697	b	t	s	æ	3012	4230	3013
698	t	b	ʌ	dʒ	2072	2071	2074
699	t	b	s	æ	4230	3012	4818
700	b	w	z	ɪ	2078	2920	1978
701	b	w	z	ɛ	794	1638	633
702	w	b	z	ɪ	2920	2078	2921
703	w	b	z	ʌ	4669	4666	2907
704	w	b	z	ɛ	1638	794	793
705	tʃ	l	z	ɛ	634	2144	636
706	tʃ	l	ɪ	s	819	861	821
707	l	tʃ	z	ɛ	2144	634	1596
708	ð	h	v	æ	4731	4732	4747
709	ð	h	z	æ	3930	3931	2208
710	h	ð	v	æ	4732	4731	4735
711	h	ð	z	æ	3931	3930	2323
712	ð	k	z	æ	3930	4739	2208
713	ð	k	s	æ	4269	2705	3185
714	k	ð	z	æ	4739	3930	4741
715	k	ð	s	æ	2705	4269	4270
716	ð	ɹ	s	æ	4271	2626	3185
717	ɹ	ð	s	æ	2626	4271	2627
718	ɹ	ð	p	ɛ	4795	4794	4798
719	ð	w	t	ɛ	4516	1837	4719
720	ð	w	v	ɛ	4728	4039	2341
721	ð	w	z	ɛ	2372	1638	926
722	w	ð	t	ɛ	1837	4516	1219
723	w	ð	v	ɛ	4039	4728	2687
724	w	ð	z	ɛ	1638	2372	793
725	ɛ	i	b	s	4892	4893	1862
726	i	ɛ	b	s	4893	4892	1923
727	i	ɛ	b	d	1095	452	4889
728	ɛ	t	s	ʃ	2395	2396	2397
729	ɛ	t	s	p	4903	4907	4305
730	t	ɛ	s	k	540	1086	541
731	i	k	s	ð	345	4951	4952
732	i	k	s	t	4954	4955	341
733	k	i	s	ɪ	712	694	713
734	k	i	s	ð	4951	345	4953
735	k	i	s	t	4955	4954	1403
736	i	t	s	k	4999	1933	179
737	t	i	s	ɪ	4541	963	1342
738	t	i	ʃ	h	4987	4985	4991
739	t	i	s	k	1933	4999	540
740	i	u	h	s	2647	2648	2649
741	i	u	h	k	2651	2652	2653
742	i	u	t	ɡ	5017	5018	5019
743	u	i	h	s	2648	2647	2650
744	k	ɹ	ɑ	t	3440	3272	3438
745	k	ɹ	ɛ	s	5034	5037	5038
746	k	ɹ	z	ʌ	2661	2679	2660
747	ɹ	k	ɑ	t	3272	3440	3960
748	ɹ	k	ɛ	s	5037	5034	5039
749	ɹ	k	z	ʌ	2679	2661	2678
750	w	n	s	ʌ	2658	5218	2657
751	w	n	z	ɛ	916	1373	793
752	w	n	d	ɑ	4400	5222	4117
753	n	w	s	ʌ	5218	2658	5219
754	n	w	d	ɑ	5222	4400	4156
755	p	ɹ	ɑ	t	3267	3960	3953
756	p	ɹ	ɛ	s	5240	5242	5244
757	p	ɹ	z	æ	2054	5238	2052
758	ɹ	p	ɛ	s	5242	5240	5037
759	ɹ	p	z	æ	5238	2054	5239
760	s	p	ɛ	t	5064	5253	5313
761	s	p	ʌ	t	2891	4422	4058
762	p	z	ɪ	s	879	2205	1673
763	z	p	ɪ	s	2205	879	2309
764	z	p	æ	s	3032	3808	3034
765	ɹ	s	ɛ	k	5316	5317	4576
766	ɹ	s	k	ɪ	5295	2768	3981
767	s	ɹ	ɛ	k	5317	5316	5318
768	s	ɹ	k	ɪ	2768	5295	2766
769	v	s	ɪ	t	4450	4059	2905
770	s	z	æ	k	5506	5507	2855
771	z	s	æ	k	5507	5506	5508
772	z	s	ɪ	ɪ	3542	4504	4297
773	v	z	æ	b	5514	5515	5462
774	v	z	ɪ	h	2371	2927	2370
775	z	v	æ	b	5515	5514	5516
776	z	v	ɪ	h	2927	2371	2376
777	tʃ	v	ʌ	p	2197	2198	2199
778	v	tʃ	ʌ	k	4489	4488	4061
779	i	s	t	h	4957	4958	5613
780	p	w	d	ɑ	3772	5776	3770
781	p	w	v	ɛ	2556	2687	3324
782	w	p	s	ɑ	4105	4428	4110
783	s	t	k	f	4978	4130	5696
784	s	t	ɪ	ɡ	5419	5804	5421
785	s	t	k	ɪ	2766	4050	2768
786	t	s	k	f	4130	4978	4127
787	t	s	k	ɪ	4050	2766	2571
788	w	z	d	ɪ	1822	1233	3611
789	z	w	d	ɪ	1233	1822	2097
790	z	w	v	ɪ	2311	3029	2587
791	z	w	d	ʌ	4063	5821	4065
792	oʊ	ɑ	k	s	1886	1852	1887
793	æ	oʊ	k	s	1906	1887	1912
794	oʊ	æ	k	s	1887	1906	1886
795	ʌ	ɛ	b	t	251	252	239
796	ɛ	ʌ	b	t	252	251	1099
797	p	d	æ	s	2046	2972	2047
798	p	h	d	ɑ	3770	3769	3772
799	l	n	ɪ	ɪ	2489	2355	2426
800	n	l	ɪ	s	870	862	2698
801	ŋ	z	ɪ	h	2360	2927	2359
802	s	ʊ	k	k	1761	1762	1763
803	ʊ	s	k	k	1762	1761	1764
804	b	ɹ	d	ɛ	2975	3884	2083
805	p	tʃ	z	ɑ	2554	3061	2272
806	h	l	z	ɛ	841	2144	842
807	h	l	s	ɪ	687	716	688
808	h	n	z	ɛ	841	1373	842
809	t	ŋ	ɑ	ɡ	4412	4411	4414
810	h	ð	v	ɛ	3333	4728	3321
811	i	t	ʃ	h	4985	4987	4988
812	v	tʃ	ʌ	p	2198	2197	5557
813	s	i	b	t	1107	2590	290
814	t	ʌ	k	s	1896	1849	1897
815	d	f	v	ɪ	938	1315	1313
816	d	p	æ	s	2972	2046	2067
817	k	m	t	æ	2025	596	598
818	ɹ	b	d	ɛ	3884	2975	2037
819	v	p	ʌ	t	2902	4423	4422
820	ɹ	m	d	ɛ	5085	2811	2037
821	v	z	ʌ	b	5518	5521	4456
822	eɪ	ʌ	k	p	1872	130	1871
823	d	w	z	ɛ	1021	793	925
824	eɪ	ɪ	k	t	1909	1917	1911
825	ɪ	eɪ	k	t	1917	1909	1918
826	w	k	z	ɛ	793	1540	916
827	w	m	z	ɛ	1638	1637	916
828	n	t	ɪ	h	4029	4068	4030
829	n	v	ɪ	h	4029	2370	4030
830	d	h	v	ɪ	938	2417	1983
831	h	d	v	ɪ	2417	938	3880
832	h	l	z	ɪ	4211	4216	2580
833	h	n	z	ɑ	2416	3319	2415
834	p	w	s	ɑ	4428	4105	4426
835	w	p	d	ɑ	5776	3772	4400
836	w	p	v	ɛ	2687	2556	4039
837	w	z	d	ʌ	5821	4063	3433
838	i	ɑ	ʃ	k	86	72	87
839	oʊ	æ	d	z	191	148	192
840	ʌ	ɪ	d	z	276	1950	1946
841	tʃ	ŋ	ɪ	f	3040	3060	2135
842	ŋ	tʃ	ɪ	f	3060	3040	3508
843	d	k	z	ɛ	1021	1540	925
844	f	w	z	ɪ	4209	5331	2003
845	f	w	z	ɛ	674	916	2128
846	f	z	v	ɪ	1313	2311	1315
847	m	h	d	ɪ	1150	1238	2804
848	p	k	z	ɑ	2273	2139	2272
849	k	w	z	ɛ	1540	793	1541
850	ŋ	l	ɪ	h	2757	2756	3176
851	m	v	d	ɛ	2037	1831	2811
852	m	w	d	ɪ	1150	1822	2804
853	m	z	d	ɪ	1150	1233	2804
854	v	n	ɪ	h	2370	4029	2371
855	ɹ	t	ɑ	dʒ	4042	4043	4044
856	b	ɹ	z	ɪ	1980	4226	4210
857	h	d	z	ɛ	842	1021	841
858	ð	m	z	ɛ	2372	1637	3175
859	l	h	z	ɪ	4216	4211	4217
860	n	h	z	ɑ	3319	2416	2843
861	l	w	z	ɛ	2144	916	1598
862	s	w	t	ɛ	2567	1219	4562
863	w	s	t	ɪ	2923	1187	4479
864	i	k	s	ɪ	694	712	963
865	i	t	s	ɪ	963	4541	694
866	n	w	z	ɛ	1373	916	2045
867	w	z	v	ɪ	3029	2311	3027
868	ɑ	eɪ	ʃ	k	72	73	74
869	ɑ	i	ʃ	k	72	86	74
870	ʌ	oʊ	k	s	1851	1887	1849
871	d	tʃ	æ	t	2102	2101	2104
872	k	d	z	ɛ	1540	1021	1541
873	w	d	z	ɛ	793	1021	916
874	w	f	z	ɛ	916	674	793
875	z	f	v	ɪ	2311	1313	2587
876	l	ŋ	ɪ	h	2756	2757	2758
877	ɹ	t	ɑ	f	4167	4171	4190
878	ɹ	b	z	ɪ	4226	1980	4225
879	d	h	z	ɛ	1021	842	925
880	w	l	z	ɛ	916	2144	793
881	ɡ	n	ɪ	z	4528	3836	4324
882	s	w	t	ɪ	1187	2923	2520
883	s	v	ʌ	k	4051	4593	4053
884	s	z	ɪ	ɪ	4504	3542	2180
885	s	i	t	h	4958	4957	4960
886	v	ŋ	ɪ	z	3550	3549	3551
887	l	s	k	ɛ	3459	3460	3461
888	k	ð	z	ɛ	1541	3168	1540
889	l	k	ɛ	f	3405	3404	3408
890	ɹ	ð	f	ɛ	4764	4763	4769
891	k	l	ɛ	f	3404	3405	3406
892	ð	k	z	ɛ	3168	1541	3175
893	ð	ɹ	f	ɛ	4763	4764	4767
894	tʃ	t	ɪ	h	3668	3946	4240
895	æ	ɛ	s	t	181	1087	183
896	ɛ	æ	s	t	1087	181	1098
897	æ	ɛ	s	k	144	155	171
898	ɛ	æ	s	k	155	144	571
899	æ	ɛ	k	p	127	1116	129
900	ɛ	æ	k	p	1116	127	55
901	æ	ɪ	t	k	125	1955	126
902	ɪ	æ	t	k	1955	125	2589
903	æ	ɪ	d	z	3627	1950	121
904	ɪ	æ	d	z	1950	3627	271
905	æ	ɪ	k	t	2955	1917	1910
906	ɪ	æ	k	t	1917	2955	1918
907	ɹ	d	ɑ	z	3127	3126	3130
908	d	ɹ	ɑ	z	3126	3127	3128
909	ɹ	d	z	ɪ	4226	2302	4225
910	d	ɹ	z	ɪ	2302	4226	2296
911	ɹ	d	z	ʌ	2678	2238	2679
912	d	ɹ	z	ʌ	2238	2678	2240
913	z	n	ɪ	ð	3556	4002	3555
914	n	z	ɪ	ð	4002	3556	4003
915	z	n	ɪ	s	2205	869	2309
916	n	z	ɪ	s	869	2205	2698
917	z	n	ɪ	h	2376	4030	2927
918	n	z	ɪ	h	4030	2376	4029
919	b	k	æ	s	3651	2990	1976
920	k	b	æ	s	2990	3651	3430
921	b	k	z	ɪ	1978	2026	1980
922	k	b	z	ɪ	2026	1978	2027
923	b	k	z	ʌ	4637	2661	4666
924	k	b	z	ʌ	2661	4637	2718
925	t	v	ɪ	s	2731	1018	904
926	v	t	ɪ	s	1018	2731	1017
927	t	v	ɪ	h	4068	2370	3946
928	v	t	ɪ	h	2370	4068	2371
929	t	v	æ	ð	3604	3148	3922
930	v	t	æ	ð	3148	3604	3149
931	w	h	v	ɛ	2687	3321	4039
932	h	w	v	ɛ	3321	2687	3322
933	w	h	t	ɛ	1219	1133	1316
934	h	w	t	ɛ	1133	1219	1048
935	w	h	d	ɪ	1822	1238	3611
936	h	w	d	ɪ	1238	1822	2481
937	f	h	z	ɛ	674	841	2128
938	h	f	z	ɛ	841	674	842
939	f	h	v	ɪ	1315	2417	1313
940	h	f	v	ɪ	2417	1315	3880
941	f	h	z	ɪ	2002	2580	4209
942	h	f	z	ɪ	2580	2002	4211
943	k	h	s	æ	4270	3975	2705
944	h	k	s	æ	3975	4270	4266
945	k	h	z	ɛ	1540	842	1541
946	h	k	z	ɛ	842	1540	841
947	k	h	z	æ	4739	3931	4741
948	h	k	z	æ	3931	4739	2323
949	k	s	æ	t	3049	2185	2721
950	s	k	æ	t	2185	3049	2186
951	k	s	ɪ	t	2722	3592	2724
952	s	k	ɪ	t	3592	2722	4451
953	k	s	z	ɪ	2027	5071	2026
954	s	k	z	ɪ	5071	2027	4055
955	d	s	æ	t	2104	2186	2102
956	s	d	æ	t	2186	2104	2892
957	d	s	z	ɪ	4262	4055	2302
958	s	d	z	ɪ	4055	4262	5071
959	d	s	v	ɪ	2232	3018	938
960	s	d	v	ɪ	3018	2232	2065
961	ɹ	w	k	ɪ	3981	5322	5295
962	w	ɹ	k	ɪ	5322	3981	2785
963	ɹ	w	ə	ʌ	10036	10037	10038
964	w	ɹ	ə	ʌ	10037	10036	10039
965	ɹ	w	z	ɪ	4226	5331	4225
966	w	ɹ	z	ɪ	5331	4226	2920
967	ɹ	l	p	ɛ	10056	10057	4795
968	l	ɹ	p	ɛ	10057	10056	10058
969	ɹ	l	p	æ	10161	10162	10163
970	l	ɹ	p	æ	10162	10161	10164
971	ɹ	l	z	ɪ	4225	10242	4226
972	l	ɹ	z	ɪ	10242	4225	4216
973	b	p	æ	ə	10293	10294	10295
974	p	b	æ	ə	10294	10293	10296
975	b	p	z	æ	2051	2052	4205
976	p	b	z	æ	2052	2051	2054
977	b	p	ə	ə	10309	10310	10249
978	p	b	ə	ə	10310	10309	10311
979	ʃ	s	ɪ	t	2723	3592	2466
980	s	ʃ	ə	ɪ	10344	10345	10346
981	ʃ	s	ə	ɪ	10345	10344	10347
982	s	ʃ	æ	ə	10348	10349	10350
983	ʃ	s	æ	ə	10349	10348	10351
984	ɡ	k	ə	ɑ	10316	10317	10254
985	k	ɡ	ə	ɑ	10317	10316	10318
986	ɡ	ŋ	ɪ	f	2134	2166	2136
987	ŋ	ɡ	ɪ	f	2166	2134	3508
988	ɡ	ŋ	ɪ	z	4528	3549	4324
989	ŋ	ɡ	ɪ	z	3549	4528	3819
990	ɡ	d	v	ɑ	10260	10261	10262
991	d	ɡ	v	ɑ	10261	10260	10263
992	ɡ	d	ɛ	z	3306	10278	4327
993	d	ɡ	ɛ	z	10278	3306	10280
994	ð	v	z	ɛ	926	1080	3175
995	v	ð	z	ɛ	1080	926	786
996	v	ð	ɪ	ə	10004	10003	10006
997	s	ʃ	ʌ	b	3590	3522	3591
998	ʃ	s	ʌ	b	3522	3590	3524
999	ð	b	z	æ	2208	4205	3930
1000	b	ð	z	æ	4205	2208	2051
1001	ð	b	z	ɛ	1081	635	3175
1002	b	ð	z	ɛ	635	1081	633
1003	t	ð	s	æ	4818	3185	4230
1004	ð	l	z	ɛ	926	1598	3175
1005	l	ð	z	ɛ	1598	926	2144
1006	ð	l	ɪ	ɪ	2354	2489	2114
1007	l	ð	ɪ	ɪ	2489	2354	2426
1008	ð	l	s	æ	4271	10184	3185
1009	l	ð	s	æ	10184	4271	10185
1010	ð	f	ɪ	ɪ	2114	2122	2354
1011	f	ð	ɪ	ɪ	2122	2114	2425
1012	ð	d	z	ɛ	926	925	3175
1013	d	ð	z	ɛ	925	926	2285
1014	s	ð	ɪ	ɪ	2180	2114	4504
1015	ʌ	u	t	k	23	215	21
1016	u	ʌ	t	k	215	23	216
1017	ʌ	ʊ	t	k	23	1938	21
1018	ʊ	ʌ	t	k	1938	23	119
1019	æ	u	t	k	125	215	126
1020	u	æ	t	k	215	125	216
1021	ɹ	ɡ	ɛ	z	4332	4327	4333
1022	ɹ	f	z	ɪ	4226	4209	4225
1023	f	ɹ	z	ɪ	4209	4226	2003
1024	ɹ	h	s	æ	2627	4266	2626
1025	h	ɹ	s	æ	4266	2627	3975
1026	ɹ	n	s	æ	2626	2613	2627
1027	n	ɹ	s	æ	2613	2626	2615
1028	ɹ	v	z	ɪ	4226	2086	4225
1029	v	ɹ	z	ɪ	2086	4226	2085
1030	z	t	ɪ	ð	3716	3905	3555
1031	t	z	ɪ	ð	3905	3716	3901
1032	z	ʃ	d	ɪ	2097	1192	1233
1033	ʃ	z	d	ɪ	1192	2097	1191
1034	ɛ	ɪ	s	k	571	581	155
1035	ɪ	ɛ	s	k	581	571	2588
1036	ɛ	ɪ	t	s	3221	4300	3223
1037	ɪ	ɛ	t	s	4300	3221	4301
1038	ɛ	ɪ	b	t	252	275	1099
1039	ɪ	ɛ	b	t	275	252	274
1040	ɛ	s	k	p	1116	1966	55
1041	s	ɛ	k	p	1966	1116	1892
1042	ɡ	l	ə	ɛ	10244	10201	10246
1043	l	ɡ	ə	ɛ	10201	10244	10200
1044	ɡ	v	ɪ	z	4528	3550	4324
1045	b	s	v	ɪ	2064	2065	4469
1046	s	b	v	ɪ	2065	2064	3018
1047	b	s	æ	ə	10295	10350	10293
1048	s	b	æ	ə	10350	10295	10348
1049	t	h	s	æ	4230	4266	4818
1050	h	t	s	æ	4266	4230	3975
1051	t	h	s	ɪ	3338	688	4541
1052	m	t	ɪ	s	864	904	865
1053	t	m	ʌ	d	5191	5189	5193
1054	m	t	ʌ	d	5189	5191	5192
1055	i	ɪ	s	k	179	582	4999
1056	oʊ	l	s	ɪ	1445	979	1446
1057	l	oʊ	s	ɪ	979	1445	2749
1058	oʊ	d	s	ɪ	1445	962	1446
1059	d	oʊ	s	ɪ	962	1445	646
1060	eɪ	k	s	t	1090	1403	1091
1061	k	eɪ	s	t	1403	1090	4955
1062	eɪ	u	t	k	266	215	2406
1063	u	eɪ	t	k	215	266	216
1064	eɪ	ʊ	t	k	266	1938	2406
1065	ʊ	eɪ	t	k	1938	266	119
1066	w	u	t	ɪ	2923	1308	4479
1067	u	w	t	ɪ	1308	2923	1307
1068	w	i	s	ɪ	2659	694	788
1069	i	w	s	ɪ	694	2659	963
1070	l	p	ɑ	ə	10055	10308	10053
1071	p	l	ɑ	ə	10308	10055	10306
1072	l	p	ɛ	t	3251	3454	3753
1073	p	l	ɛ	t	3454	3251	3123
1074	l	i	s	ɪ	979	963	2749
1075	i	l	s	ɪ	963	979	694
1076	tʃ	h	z	ɑ	2111	2415	2109
1077	h	tʃ	z	ɑ	2415	2111	2416
1078	tʃ	h	z	ɛ	634	841	636
1079	h	tʃ	z	ɛ	841	634	842
1080	f	ʃ	ɪ	t	2320	2466	2443
1081	ʃ	f	ɪ	t	2466	2320	2723
1082	k	ŋ	ɪ	s	855	872	1548
1083	ŋ	k	ɪ	s	872	855	1516
1084	k	ŋ	ɪ	t	2724	2444	2722
1085	ŋ	k	ɪ	t	2444	2724	3121
1086	k	ʃ	ɪ	t	2722	2723	2724
1087	ʃ	k	ɪ	t	2723	2722	2466
1088	k	v	ɪ	s	1524	1017	1548
1089	v	k	ɪ	s	1017	1524	1018
1090	u	ʊ	t	k	215	1938	216
1091	ʊ	u	t	k	1938	215	119
1092	u	s	t	ɪ	1307	2520	1308
1093	s	u	t	ɪ	2520	1307	1187
1094	u	s	t	p	5453	5451	1972
1095	s	u	t	p	5451	5453	2393
1096	d	i	s	ɪ	962	963	646
1097	i	d	s	ɪ	963	962	694
1098	h	s	t	ɛ	1133	2567	1048
1099	s	h	t	ɛ	2567	1133	4562
1100	n	ʃ	ɪ	t	2833	2466	2834
1101	ʃ	n	ɪ	t	2466	2833	2723
1102	n	ʃ	ʌ	b	3521	3522	3523
1103	ʃ	n	ʌ	b	3522	3521	3524
1104	m	p	ɛ	t	3410	3454	3412
1105	p	m	ɛ	t	3454	3410	3123
1106	m	p	ɪ	s	864	879	865
1107	p	m	ɪ	s	879	864	1673
